FISCAL_QUARTER,STORE_CODE,STORE_NAME,PRODUCT_FAMILY,UNITS_SOLD,RETURNS_UNITS,NET_SALES_AMOUNT,CURRENCY_CODE,NET_SALES_USD
FY2026-Q1,MER-RTL-US-0014,Meridian Store Miami 14,SLATE,533,13,"263,300.00",USD,"263,300.00"
FY2026-Q1,MER-RTL-US-0014,Meridian Store Miami 14,CORE,466,13,"115,100.00",USD,"115,100.00"
FY2026-Q2,MER-RTL-US-0014,Meridian Store Miami 14,PULSE,1433,35,"1,167,610.00",USD,"1,167,610.00"
FY2026-Q2,MER-RTL-US-0014,Meridian Store Miami 14,AURA,1003,25,"1,206,410.00",USD,"1,206,410.00"
FY2026-Q2,MER-RTL-US-0014,Meridian Store Miami 14,SLATE,573,14,"289,020.00",USD,"289,020.00"
FY2026-Q2,MER-RTL-US-0014,Meridian Store Miami 14,CORE,501,15,"126,350.00",USD,"126,350.00"
FY2025-Q3,MER-RTL-US-0015,Meridian Store Portland 15,PULSE,1073,27,"928,360.00",USD,"928,360.00"
FY2025-Q3,MER-RTL-US-0015,Meridian Store Portland 15,AURA,751,19,"959,180.00",USD,"959,180.00"
FY2025-Q3,MER-RTL-US-0015,Meridian Store Portland 15,SLATE,429,12,"229,770.00",USD,"229,770.00"
FY2025-Q3,MER-RTL-US-0015,Meridian Store Portland 15,HALO,322,8,"56,380.00",USD,"56,380.00"
FY2025-Q4,MER-RTL-US-0015,Meridian Store Portland 15,PULSE,1169,31,"932,860.00",USD,"932,860.00"
FY2025-Q4,MER-RTL-US-0015,Meridian Store Portland 15,AURA,818,21,"963,600.00",USD,"963,600.00"
FY2025-Q4,MER-RTL-US-0015,Meridian Store Portland 15,SLATE,467,13,"230,700.00",USD,"230,700.00"
FY2025-Q4,MER-RTL-US-0015,Meridian Store Portland 15,HALO,350,9,"56,520.00",USD,"56,520.00"
FY2026-Q1,MER-RTL-US-0015,Meridian Store Portland 15,PULSE,1264,31,"1,029,910.00",USD,"1,029,910.00"
FY2026-Q1,MER-RTL-US-0015,Meridian Store Portland 15,AURA,885,23,"1,064,480.00",USD,"1,064,480.00"
FY2026-Q1,MER-RTL-US-0015,Meridian Store Portland 15,SLATE,505,12,"254,720.00",USD,"254,720.00"
FY2026-Q1,MER-RTL-US-0015,Meridian Store Portland 15,HALO,379,12,"62,500.00",USD,"62,500.00"
FY2026-Q2,MER-RTL-US-0015,Meridian Store Portland 15,PULSE,1360,36,"1,130,980.00",USD,"1,130,980.00"
FY2026-Q2,MER-RTL-US-0015,Meridian Store Portland 15,AURA,952,23,"1,168,680.00",USD,"1,168,680.00"
FY2026-Q2,MER-RTL-US-0015,Meridian Store Portland 15,SLATE,544,16,"280,050.00",USD,"280,050.00"
FY2026-Q2,MER-RTL-US-0015,Meridian Store Portland 15,HALO,408,10,"68,670.00",USD,"68,670.00"
FY2025-Q3,MER-RTL-CA-0016,Meridian Store Vancouver 16,AURA,715,20,"1,138,202.70",CAD,"842,270.00"
FY2025-Q3,MER-RTL-CA-0016,Meridian Store Vancouver 16,SLATE,408,13,"272,364.86",CAD,"201,550.00"
FY2025-Q3,MER-RTL-CA-0016,Meridian Store Vancouver 16,HALO,306,7,"66,783.78",CAD,"49,420.00"
FY2025-Q3,MER-RTL-CA-0016,Meridian Store Vancouver 16,CORE,357,10,"119,162.16",CAD,"88,180.00"
FY2025-Q4,MER-RTL-CA-0016,Meridian Store Vancouver 16,AURA,778,20,"1,264,567.57",CAD,"935,780.00"
FY2025-Q4,MER-RTL-CA-0016,Meridian Store Vancouver 16,SLATE,444,11,"302,635.14",CAD,"223,950.00"
FY2025-Q4,MER-RTL-CA-0016,Meridian Store Vancouver 16,HALO,333,8,"74,202.70",CAD,"54,910.00"
FY2025-Q4,MER-RTL-CA-0016,Meridian Store Vancouver 16,CORE,389,9,"132,581.08",CAD,"98,110.00"
FY2026-Q1,MER-RTL-CA-0016,Meridian Store Vancouver 16,AURA,842,21,"1,396,810.81",CAD,"1,033,640.00"
FY2026-Q1,MER-RTL-CA-0016,Meridian Store Vancouver 16,SLATE,481,12,"334,621.62",CAD,"247,620.00"
FY2026-Q1,MER-RTL-CA-0016,Meridian Store Vancouver 16,HALO,360,10,"81,878.38",CAD,"60,590.00"
FY2026-Q1,MER-RTL-CA-0016,Meridian Store Vancouver 16,CORE,421,13,"146,445.95",CAD,"108,370.00"
FY2026-Q2,MER-RTL-CA-0016,Meridian Store Vancouver 16,AURA,905,22,"1,531,648.65",CAD,"1,133,420.00"
FY2026-Q2,MER-RTL-CA-0016,Meridian Store Vancouver 16,SLATE,517,12,"366,932.43",CAD,"271,530.00"
FY2026-Q2,MER-RTL-CA-0016,Meridian Store Vancouver 16,HALO,388,9,"90,027.03",CAD,"66,620.00"
FY2026-Q2,MER-RTL-CA-0016,Meridian Store Vancouver 16,CORE,452,12,"160,405.41",CAD,"118,700.00"
FY2025-Q3,MER-RTL-GB-0017,Meridian Store London 17,PULSE,974,25,"624.897,64",GBP,"793,620.00"
FY2025-Q3,MER-RTL-GB-0017,Meridian Store London 17,SLATE,389,11,"154.496,06",GBP,"196,210.00"
FY2025-Q3,MER-RTL-GB-0017,Meridian Store London 17,HALO,292,9,"37.913,39",GBP,"48,150.00"
FY2025-Q3,MER-RTL-GB-0017,Meridian Store London 17,CORE,340,11,"67.519,69",GBP,"85,750.00"
FY2025-Q4,MER-RTL-GB-0017,Meridian Store London 17,PULSE,1060,26,"694.094,49",GBP,"881,500.00"
FY2025-Q4,MER-RTL-GB-0017,Meridian Store London 17,SLATE,424,11,"171.874,02",GBP,"218,280.00"
FY2025-Q4,MER-RTL-GB-0017,Meridian Store London 17,HALO,318,8,"42.141,73",GBP,"53,520.00"
FY2025-Q4,MER-RTL-GB-0017,Meridian Store London 17,CORE,371,11,"75.196,85",GBP,"95,500.00"
FY2026-Q1,MER-RTL-GB-0017,Meridian Store London 17,PULSE,1147,30,"766.228,35",GBP,"973,110.00"
FY2026-Q1,MER-RTL-GB-0017,Meridian Store London 17,SLATE,458,12,"189.401,57",GBP,"240,540.00"
FY2026-Q1,MER-RTL-GB-0017,Meridian Store London 17,HALO,344,8,"46.503,94",GBP,"59,060.00"
FY2026-Q1,MER-RTL-GB-0017,Meridian Store London 17,CORE,401,11,"82.913,39",GBP,"105,300.00"
FY2026-Q2,MER-RTL-GB-0017,Meridian Store London 17,PULSE,1234,30,"840.677,17",GBP,"1,067,660.00"
FY2026-Q2,MER-RTL-GB-0017,Meridian Store London 17,SLATE,493,13,"207.913,39",GBP,"264,050.00"
FY2026-Q2,MER-RTL-GB-0017,Meridian Store London 17,HALO,370,10,"51.015,75",GBP,"64,790.00"
FY2026-Q2,MER-RTL-GB-0017,Meridian Store London 17,CORE,431,12,"90.881,89",GBP,"115,420.00"
FY2025-Q3,MER-RTL-DE-0018,Meridian Store Munich 18,PULSE,931,25,"710.293,58",EUR,"774,220.00"
FY2025-Q3,MER-RTL-DE-0018,Meridian Store Munich 18,AURA,651,17,"733.183,49",EUR,"799,170.00"
FY2025-Q3,MER-RTL-DE-0018,Meridian Store Munich 18,HALO,279,8,"43.082,57",EUR,"46,960.00"
FY2025-Q3,MER-RTL-DE-0018,Meridian Store Munich 18,CORE,325,11,"76.752,29",EUR,"83,660.00"
FY2025-Q4,MER-RTL-DE-0018,Meridian Store Munich 18,PULSE,1013,27,"788.467,89",EUR,"859,430.00"
FY2025-Q4,MER-RTL-DE-0018,Meridian Store Munich 18,AURA,709,18,"814.633,03",EUR,"887,950.00"
FY2025-Q4,MER-RTL-DE-0018,Meridian Store Munich 18,HALO,304,8,"47.889,91",EUR,"52,200.00"
FY2025-Q4,MER-RTL-DE-0018,Meridian Store Munich 18,CORE,354,8,"85.284,40",EUR,"92,960.00"
FY2026-Q1,MER-RTL-DE-0018,Meridian Store Munich 18,PULSE,1096,28,"869.963,30",EUR,"948,260.00"
FY2026-Q1,MER-RTL-DE-0018,Meridian Store Munich 18,AURA,767,20,"898.724,77",EUR,"979,610.00"
FY2026-Q1,MER-RTL-DE-0018,Meridian Store Munich 18,HALO,328,9,"52.688,07",EUR,"57,430.00"
FY2026-Q1,MER-RTL-DE-0018,Meridian Store Munich 18,CORE,383,11,"94.100,92",EUR,"102,570.00"
FY2026-Q2,MER-RTL-DE-0018,Meridian Store Munich 18,PULSE,1179,30,"863.155,96",EUR,"940,840.00"
FY2026-Q2,MER-RTL-DE-0018,Meridian Store Munich 18,AURA,825,23,"891.605,50",EUR,"971,850.00"
FY2026-Q2,MER-RTL-DE-0018,Meridian Store Munich 18,HALO,353,11,"52.302,75",EUR,"57,010.00"
FY2026-Q2,MER-RTL-DE-0018,Meridian Store Munich 18,CORE,412,12,"93.357,80",EUR,"101,760.00"
FY2025-Q3,MER-RTL-FR-0019,Paris Center Store,PULSE,891,25,"693.504,59",EUR,"755,920.00"
FY2025-Q3,MER-RTL-FR-0019,Paris Center Store,AURA,624,17,"716.972,48",EUR,"781,500.00"
FY2025-Q3,MER-RTL-FR-0019,Paris Center Store,SLATE,356,11,"171.532,11",EUR,"186,970.00"
FY2025-Q3,MER-RTL-FR-0019,Paris Center Store,CORE,312,7,"75.165,14",EUR,"81,930.00"
FY2025-Q4,MER-RTL-FR-0019,Paris Center Store,PULSE,970,27,"769.944,95",EUR,"839,240.00"
FY2025-Q4,MER-RTL-FR-0019,Paris Center Store,AURA,679,18,"795.614,68",EUR,"867,220.00"
FY2025-Q4,MER-RTL-FR-0019,Paris Center Store,SLATE,388,10,"190.651,38",EUR,"207,810.00"
FY2025-Q4,MER-RTL-FR-0019,Paris Center Store,CORE,339,9,"83.284,40",EUR,"90,780.00"
FY2026-Q1,MER-RTL-FR-0019,Paris Center Store,PULSE,1050,27,"768.715,60",EUR,"837,900.00"
FY2026-Q1,MER-RTL-FR-0019,Paris Center Store,AURA,734,20,"793.256,88",EUR,"864,650.00"
FY2026-Q1,MER-RTL-FR-0019,Paris Center Store,SLATE,420,10,"190.348,62",EUR,"207,480.00"
FY2026-Q1,MER-RTL-FR-0019,Paris Center Store,CORE,367,9,"83.165,14",EUR,"90,650.00"
FY2026-Q2,MER-RTL-FR-0019,Paris Center Store,PULSE,1129,29,"843.954,13",EUR,"919,910.00"
FY2026-Q2,MER-RTL-FR-0019,Paris Center Store,AURA,790,20,"871.752,29",EUR,"950,210.00"
FY2026-Q2,MER-RTL-FR-0019,Paris Center Store,SLATE,451,11,"208.697,25",EUR,"227,480.00"
FY2026-Q2,MER-RTL-FR-0019,Paris Center Store,CORE,395,11,"91.394,50",EUR,"99,620.00"
FY2025-Q3,MER-RTL-NL-0020,Meridian Store Tilburg 20,PULSE,855,24,"678.669,72",EUR,"739,750.00"
FY2025-Q3,MER-RTL-NL-0020,Meridian Store Tilburg 20,AURA,598,17,"700.706,42",EUR,"763,770.00"
FY2025-Q3,MER-RTL-NL-0020,Meridian Store Tilburg 20,SLATE,342,9,"168.055,05",EUR,"183,180.00"
FY2025-Q3,MER-RTL-NL-0020,Meridian Store Tilburg 20,HALO,256,9,"41.128,44",EUR,"44,830.00"
FY2025-Q4,MER-RTL-NL-0020,Meridian Store Tilburg 20,PULSE,931,24,"681.596,33",EUR,"742,940.00"
FY2025-Q4,MER-RTL-NL-0020,Meridian Store Tilburg 20,AURA,651,17,"703.559,63",EUR,"766,880.00"
FY2025-Q4,MER-RTL-NL-0020,Meridian Store Tilburg 20,SLATE,372,10,"168.596,33",EUR,"183,770.00"
FY2025-Q4,MER-RTL-NL-0020,Meridian Store Tilburg 20,HALO,279,6,"41.339,45",EUR,"45,060.00"
FY2026-Q1,MER-RTL-NL-0020,Meridian Store Tilburg 20,PULSE,1007,28,"752.752,29",EUR,"820,500.00"
FY2026-Q1,MER-RTL-NL-0020,Meridian Store Tilburg 20,AURA,705,19,"777.954,13",EUR,"847,970.00"
FY2026-Q1,MER-RTL-NL-0020,Meridian Store Tilburg 20,SLATE,402,11,"186.027,52",EUR,"202,770.00"
FY2026-Q1,MER-RTL-NL-0020,Meridian Store Tilburg 20,HALO,302,8,"45.688,07",EUR,"49,800.00"
FY2026-Q2,MER-RTL-NL-0020,Meridian Store Tilburg 20,PULSE,1083,27,"826.256,88",EUR,"900,620.00"
FY2026-Q2,MER-RTL-NL-0020,Meridian Store Tilburg 20,AURA,758,18,"853.688,07",EUR,"930,520.00"
FY2026-Q2,MER-RTL-NL-0020,Meridian Store Tilburg 20,SLATE,433,10,"204.504,59",EUR,"222,910.00"
FY2026-Q2,MER-RTL-NL-0020,Meridian Store Tilburg 20,HALO,324,10,"50.027,52",EUR,"54,530.00"
FY2025-Q3,MER-RTL-CN-0021,Meridian Store Shanghai 21,AURA,575,17,"4,838,214.29",CNY,"677,350.00"
FY2025-Q3,MER-RTL-CN-0021,Meridian Store Shanghai 21,SLATE,328,9,"1,157,357.14",CNY,"162,030.00"
FY2025-Q3,MER-RTL-CN-0021,Meridian Store Shanghai 21,HALO,246,8,"283,785.71",CNY,"39,730.00"
FY2025-Q3,MER-RTL-CN-0021,Meridian Store Shanghai 21,CORE,287,10,"506,357.14",CNY,"70,890.00"
FY2025-Q4,MER-RTL-CN-0021,Meridian Store Shanghai 21,AURA,626,16,"5,378,214.29",CNY,"752,950.00"
FY2025-Q4,MER-RTL-CN-0021,Meridian Store Shanghai 21,SLATE,357,10,"1,286,214.29",CNY,"180,070.00"
FY2025-Q4,MER-RTL-CN-0021,Meridian Store Shanghai 21,HALO,268,9,"315,642.86",CNY,"44,190.00"
FY2025-Q4,MER-RTL-CN-0021,Meridian Store Shanghai 21,CORE,313,8,"563,857.14",CNY,"78,940.00"
FY2026-Q1,MER-RTL-CN-0021,Meridian Store Shanghai 21,AURA,677,19,"5,936,357.14",CNY,"831,090.00"
FY2026-Q1,MER-RTL-CN-0021,Meridian Store Shanghai 21,SLATE,387,10,"1,423,071.43",CNY,"199,230.00"
FY2026-Q1,MER-RTL-CN-0021,Meridian Store Shanghai 21,HALO,290,9,"348,642.86",CNY,"48,810.00"
FY2026-Q1,MER-RTL-CN-0021,Meridian Store Shanghai 21,CORE,338,10,"621,428.57",CNY,"87,000.00"
FY2026-Q2,MER-RTL-CN-0021,Meridian Store Shanghai 21,AURA,728,20,"6,512,500.00",CNY,"911,750.00"
FY2026-Q2,MER-RTL-CN-0021,Meridian Store Shanghai 21,SLATE,416,11,"1,560,571.43",CNY,"218,480.00"
FY2026-Q2,MER-RTL-CN-0021,Meridian Store Shanghai 21,HALO,312,10,"382,642.86",CNY,"53,570.00"
FY2026-Q2,MER-RTL-CN-0021,Meridian Store Shanghai 21,CORE,364,10,"682,785.71",CNY,"95,590.00"
FY2025-Q3,MER-RTL-JP-0022,Meridian Store Osaka 22,PULSE,790,19,"99,029,230.77",JPY,"643,690.00"
FY2025-Q3,MER-RTL-JP-0022,Meridian Store Osaka 22,SLATE,316,10,"24,521,538.46",JPY,"159,390.00"
FY2025-Q3,MER-RTL-JP-0022,Meridian Store Osaka 22,HALO,237,8,"6,012,307.69",JPY,"39,080.00"
FY2025-Q3,MER-RTL-JP-0022,Meridian Store Osaka 22,CORE,276,7,"10,709,230.77",JPY,"69,610.00"
FY2025-Q4,MER-RTL-JP-0022,Meridian Store Osaka 22,PULSE,861,24,"110,155,384.62",JPY,"716,010.00"
FY2025-Q4,MER-RTL-JP-0022,Meridian Store Osaka 22,SLATE,344,11,"27,244,615.38",JPY,"177,090.00"
FY2025-Q4,MER-RTL-JP-0022,Meridian Store Osaka 22,HALO,258,7,"6,680,000.00",JPY,"43,420.00"
FY2025-Q4,MER-RTL-JP-0022,Meridian Store Osaka 22,CORE,301,8,"11,920,000.00",JPY,"77,480.00"
FY2026-Q1,MER-RTL-JP-0022,Meridian Store Osaka 22,PULSE,931,24,"121,516,923.08",JPY,"789,860.00"
FY2026-Q1,MER-RTL-JP-0022,Meridian Store Osaka 22,SLATE,372,11,"30,056,923.08",JPY,"195,370.00"
FY2026-Q1,MER-RTL-JP-0022,Meridian Store Osaka 22,HALO,279,8,"7,369,230.77",JPY,"47,900.00"
FY2026-Q1,MER-RTL-JP-0022,Meridian Store Osaka 22,CORE,325,9,"13,129,230.77",JPY,"85,340.00"
FY2026-Q2,MER-RTL-JP-0022,Meridian Store Osaka 22,PULSE,1001,26,"133,241,538.46",JPY,"866,070.00"
FY2026-Q2,MER-RTL-JP-0022,Meridian Store Osaka 22,SLATE,400,13,"32,960,000.00",JPY,"214,240.00"
FY2026-Q2,MER-RTL-JP-0022,Meridian Store Osaka 22,HALO,300,7,"8,081,538.46",JPY,"52,530.00"
FY2026-Q2,MER-RTL-JP-0022,Meridian Store Osaka 22,CORE,350,10,"14,420,000.00",JPY,"93,730.00"
FY2025-Q3,MER-RTL-AU-0023,Meridian Store Sydney 23,PULSE,762,21,"960,121.21",AUD,"633,680.00"
FY2025-Q3,MER-RTL-AU-0023,Meridian Store Sydney 23,AURA,533,13,"991,378.79",AUD,"654,310.00"
FY2025-Q3,MER-RTL-AU-0023,Meridian Store Sydney 23,HALO,228,6,"58,136.36",AUD,"38,370.00"
FY2025-Q3,MER-RTL-AU-0023,Meridian Store Sydney 23,CORE,266,7,"103,742.42",AUD,"68,470.00"
FY2025-Q4,MER-RTL-AU-0023,Meridian Store Sydney 23,PULSE,829,20,"1,065,636.36",AUD,"703,320.00"
FY2025-Q4,MER-RTL-AU-0023,Meridian Store Sydney 23,AURA,580,16,"1,100,590.91",AUD,"726,390.00"
FY2025-Q4,MER-RTL-AU-0023,Meridian Store Sydney 23,HALO,248,9,"64,515.15",AUD,"42,580.00"
FY2025-Q4,MER-RTL-AU-0023,Meridian Store Sydney 23,CORE,290,9,"115,378.79",AUD,"76,150.00"
FY2026-Q1,MER-RTL-AU-0023,Meridian Store Sydney 23,PULSE,897,24,"1,175,878.79",AUD,"776,080.00"
FY2026-Q1,MER-RTL-AU-0023,Meridian Store Sydney 23,AURA,628,15,"1,215,272.73",AUD,"802,080.00"
FY2026-Q1,MER-RTL-AU-0023,Meridian Store Sydney 23,HALO,269,9,"71,363.64",AUD,"47,100.00"
FY2026-Q1,MER-RTL-AU-0023,Meridian Store Sydney 23,CORE,314,9,"127,409.09",AUD,"84,090.00"
FY2026-Q2,MER-RTL-AU-0023,Meridian Store Sydney 23,PULSE,965,25,"1,166,772.73",AUD,"770,070.00"
FY2026-Q2,MER-RTL-AU-0023,Meridian Store Sydney 23,AURA,675,16,"1,204,772.73",AUD,"795,150.00"
FY2026-Q2,MER-RTL-AU-0023,Meridian Store Sydney 23,HALO,289,10,"70,712.12",AUD,"46,670.00"
FY2026-Q2,MER-RTL-AU-0023,Meridian Store Sydney 23,CORE,337,10,"126,121.21",AUD,"83,240.00"
FY2025-Q3,MER-RTL-US-0024,Meridian Store San Diego 24,PULSE,735,18,"623,570.00",USD,"623,570.00"
FY2025-Q3,MER-RTL-US-0024,Meridian Store San Diego 24,AURA,514,15,"643,730.00",USD,"643,730.00"
FY2025-Q3,MER-RTL-US-0024,Meridian Store San Diego 24,SLATE,294,10,"154,410.00",USD,"154,410.00"
FY2025-Q3,MER-RTL-US-0024,Meridian Store San Diego 24,CORE,257,7,"67,490.00",USD,"67,490.00"
FY2025-Q4,MER-RTL-US-0024,Meridian Store San Diego 24,PULSE,800,21,"692,160.00",USD,"692,160.00"
FY2025-Q4,MER-RTL-US-0024,Meridian Store San Diego 24,AURA,560,17,"715,230.00",USD,"715,230.00"
FY2025-Q4,MER-RTL-US-0024,Meridian Store San Diego 24,SLATE,320,8,"171,390.00",USD,"171,390.00"
FY2025-Q4,MER-RTL-US-0024,Meridian Store San Diego 24,CORE,280,8,"74,980.00",USD,"74,980.00"
FY2026-Q1,MER-RTL-US-0024,Meridian Store San Diego 24,PULSE,866,22,"691,070.00",USD,"691,070.00"
FY2026-Q1,MER-RTL-US-0024,Meridian Store San Diego 24,AURA,606,17,"713,870.00",USD,"713,870.00"
FY2026-Q1,MER-RTL-US-0024,Meridian Store San Diego 24,SLATE,346,9,"170,920.00",USD,"170,920.00"
FY2026-Q1,MER-RTL-US-0024,Meridian Store San Diego 24,CORE,303,7,"74,840.00",USD,"74,840.00"
FY2026-Q2,MER-RTL-US-0024,Meridian Store San Diego 24,PULSE,931,26,"758,580.00",USD,"758,580.00"
FY2026-Q2,MER-RTL-US-0024,Meridian Store San Diego 24,AURA,652,16,"784,230.00",USD,"784,230.00"
FY2026-Q2,MER-RTL-US-0024,Meridian Store San Diego 24,SLATE,372,9,"187,640.00",USD,"187,640.00"
FY2026-Q2,MER-RTL-US-0024,Meridian Store San Diego 24,CORE,326,8,"82,220.00",USD,"82,220.00"
FY2025-Q3,MER-RTL-US-0025,Austin Flagship Store,PULSE,710,19,"614,290.00",USD,"614,290.00"
FY2025-Q3,MER-RTL-US-0025,Austin Flagship Store,AURA,497,14,"634,770.00",USD,"634,770.00"
FY2025-Q3,MER-RTL-US-0025,Austin Flagship Store,SLATE,284,10,"152,110.00",USD,"152,110.00"
FY2025-Q3,MER-RTL-US-0025,Austin Flagship Store,HALO,213,8,"37,300.00",USD,"37,300.00"
FY2025-Q4,MER-RTL-US-0025,Austin Flagship Store,PULSE,773,22,"616,850.00",USD,"616,850.00"
FY2025-Q4,MER-RTL-US-0025,Austin Flagship Store,AURA,541,13,"637,300.00",USD,"637,300.00"
FY2025-Q4,MER-RTL-US-0025,Austin Flagship Store,SLATE,309,7,"152,650.00",USD,"152,650.00"
FY2025-Q4,MER-RTL-US-0025,Austin Flagship Store,HALO,232,5,"37,470.00",USD,"37,470.00"
FY2026-Q1,MER-RTL-US-0025,Austin Flagship Store,PULSE,836,20,"681,170.00",USD,"681,170.00"
FY2026-Q1,MER-RTL-US-0025,Austin Flagship Store,AURA,585,16,"703,640.00",USD,"703,640.00"
FY2026-Q1,MER-RTL-US-0025,Austin Flagship Store,SLATE,334,11,"168,470.00",USD,"168,470.00"
FY2026-Q1,MER-RTL-US-0025,Austin Flagship Store,HALO,251,9,"41,390.00",USD,"41,390.00"
FY2026-Q2,MER-RTL-US-0025,Austin Flagship Store,PULSE,900,23,"748,440.00",USD,"748,440.00"
FY2026-Q2,MER-RTL-US-0025,Austin Flagship Store,AURA,630,15,"773,390.00",USD,"773,390.00"
FY2026-Q2,MER-RTL-US-0025,Austin Flagship Store,SLATE,360,12,"185,330.00",USD,"185,330.00"
FY2026-Q2,MER-RTL-US-0025,Austin Flagship Store,HALO,270,6,"45,440.00",USD,"45,440.00"
FY2025-Q3,MER-RTL-US-0026,Meridian Store Denver 26,AURA,481,14,"566,620.00",USD,"566,620.00"
FY2025-Q3,MER-RTL-US-0026,Meridian Store Denver 26,SLATE,274,7,"135,360.00",USD,"135,360.00"
FY2025-Q3,MER-RTL-US-0026,Meridian Store Denver 26,HALO,206,8,"33,270.00",USD,"33,270.00"
FY2025-Q3,MER-RTL-US-0026,Meridian Store Denver 26,CORE,240,9,"59,280.00",USD,"59,280.00"
FY2025-Q4,MER-RTL-US-0026,Meridian Store Denver 26,AURA,523,15,"629,060.00",USD,"629,060.00"
FY2025-Q4,MER-RTL-US-0026,Meridian Store Denver 26,SLATE,299,10,"150,820.00",USD,"150,820.00"
FY2025-Q4,MER-RTL-US-0026,Meridian Store Denver 26,HALO,224,8,"36,940.00",USD,"36,940.00"
FY2025-Q4,MER-RTL-US-0026,Meridian Store Denver 26,CORE,261,6,"65,820.00",USD,"65,820.00"
FY2026-Q1,MER-RTL-US-0026,Meridian Store Denver 26,AURA,566,16,"694,820.00",USD,"694,820.00"
FY2026-Q1,MER-RTL-US-0026,Meridian Store Denver 26,SLATE,323,8,"166,280.00",USD,"166,280.00"
FY2026-Q1,MER-RTL-US-0026,Meridian Store Denver 26,HALO,242,8,"40,730.00",USD,"40,730.00"
FY2026-Q1,MER-RTL-US-0026,Meridian Store Denver 26,CORE,283,10,"72,840.00",USD,"72,840.00"
FY2026-Q2,MER-RTL-US-0026,Meridian Store Denver 26,AURA,609,17,"762,710.00",USD,"762,710.00"
FY2026-Q2,MER-RTL-US-0026,Meridian Store Denver 26,SLATE,348,11,"182,770.00",USD,"182,770.00"
FY2026-Q2,MER-RTL-US-0026,Meridian Store Denver 26,HALO,261,8,"44,810.00",USD,"44,810.00"
FY2026-Q2,MER-RTL-US-0026,Meridian Store Denver 26,CORE,304,9,"79,830.00",USD,"79,830.00"
FY2025-Q3,MER-RTL-US-0027,Meridian Store Seattle 27,PULSE,665,17,"541,840.00",USD,"541,840.00"
FY2025-Q3,MER-RTL-US-0027,Meridian Store Seattle 27,SLATE,266,7,"134,170.00",USD,"134,170.00"
FY2025-Q3,MER-RTL-US-0027,Meridian Store Seattle 27,HALO,199,5,"32,820.00",USD,"32,820.00"
FY2025-Q3,MER-RTL-US-0027,Meridian Store Seattle 27,CORE,232,5,"58,510.00",USD,"58,510.00"
FY2025-Q4,MER-RTL-US-0027,Meridian Store Seattle 27,PULSE,724,20,"602,080.00",USD,"602,080.00"
FY2025-Q4,MER-RTL-US-0027,Meridian Store Seattle 27,SLATE,289,9,"148,780.00",USD,"148,780.00"
FY2025-Q4,MER-RTL-US-0027,Meridian Store Seattle 27,HALO,217,6,"36,520.00",USD,"36,520.00"
FY2025-Q4,MER-RTL-US-0027,Meridian Store Seattle 27,CORE,253,8,"65,120.00",USD,"65,120.00"
FY2026-Q1,MER-RTL-US-0027,Meridian Store Seattle 27,PULSE,783,20,"664,300.00",USD,"664,300.00"
FY2026-Q1,MER-RTL-US-0027,Meridian Store Seattle 27,SLATE,313,7,"164,390.00",USD,"164,390.00"
FY2026-Q1,MER-RTL-US-0027,Meridian Store Seattle 27,HALO,235,8,"40,350.00",USD,"40,350.00"
FY2026-Q1,MER-RTL-US-0027,Meridian Store Seattle 27,CORE,274,8,"71,950.00",USD,"71,950.00"
FY2026-Q2,MER-RTL-US-0027,Meridian Store Seattle 27,PULSE,842,22,"728,500.00",USD,"728,500.00"
FY2026-Q2,MER-RTL-US-0027,Meridian Store Seattle 27,SLATE,337,8,"180,500.00",USD,"180,500.00"
FY2026-Q2,MER-RTL-US-0027,Meridian Store Seattle 27,HALO,252,6,"44,130.00",USD,"44,130.00"
FY2026-Q2,MER-RTL-US-0027,Meridian Store Seattle 27,CORE,295,10,"79,000.00",USD,"79,000.00"
FY2025-Q3,MER-RTL-CA-0028,Meridian Store Vancouver 28,PULSE,645,16,"724,837.84",CAD,"536,380.00"
FY2025-Q3,MER-RTL-CA-0028,Meridian Store Vancouver 28,AURA,451,13,"748,175.68",CAD,"553,650.00"
FY2025-Q3,MER-RTL-CA-0028,Meridian Store Vancouver 28,HALO,193,5,"43,891.89",CAD,"32,480.00"
FY2025-Q3,MER-RTL-CA-0028,Meridian Store Vancouver 28,CORE,225,6,"78,270.27",CAD,"57,920.00"
FY2025-Q4,MER-RTL-CA-0028,Meridian Store Vancouver 28,PULSE,702,17,"804,837.84",CAD,"595,580.00"
FY2025-Q4,MER-RTL-CA-0028,Meridian Store Vancouver 28,AURA,491,14,"830,986.49",CAD,"614,930.00"
FY2025-Q4,MER-RTL-CA-0028,Meridian Store Vancouver 28,HALO,210,6,"48,729.73",CAD,"36,060.00"
FY2025-Q4,MER-RTL-CA-0028,Meridian Store Vancouver 28,CORE,245,6,"86,945.95",CAD,"64,340.00"
FY2026-Q1,MER-RTL-CA-0028,Meridian Store Vancouver 28,PULSE,759,19,"887,418.92",CAD,"656,690.00"
FY2026-Q1,MER-RTL-CA-0028,Meridian Store Vancouver 28,AURA,531,15,"916,472.97",CAD,"678,190.00"
FY2026-Q1,MER-RTL-CA-0028,Meridian Store Vancouver 28,HALO,227,6,"53,716.22",CAD,"39,750.00"
FY2026-Q1,MER-RTL-CA-0028,Meridian Store Vancouver 28,CORE,265,8,"95,905.41",CAD,"70,970.00"
