TICKET_ID,CREATED_TS,CHANNEL,CUSTOMER_COUNTRY,PRODUCT_DESCRIPTION_RAW,SERIAL_NUMBER,PURCHASE_STORE,ISSUE_CATEGORY,SUBJECT,DESCRIPTION,STATUS,RESOLUTION_CODE,RESOLVED_DATE,CSAT_SCORE
TCK-300404,2025-10-19T16:08:00-07:00,CHAT,AU,slate kids 256gb blue,SLTKD99276K,,CONNECTIVITY,Connectivity issue with Slate Kids 256GB Blue,Our IT team sees the slate kids 256gb blue failing to pair on multiple units we deployed.,RESOLVED,REFUND,2025-10-29,3
TCK-300405,2025-10-22T17:15:00+01:00,STORE,JP,Meridian Halo Max Silver,HLOMX07195M,,OTHER,Other issue with Halo Max Silver,Our IT team sees the halo max silver getting warm in standby on multiple units we deployed.,CLOSED,REFUND,2025-10-24,1
TCK-300406,2025-10-25T18:22:00+09:00,PHONE,CN,HaloStudioBlue,HLOST15114N,Meridian Store Shanghai 57,CONNECTIVITY,Connectivity issue with Halo Studio Blue,Customer reports failing to pair on a Meridian Halo Studio Blue. The unit seems to be the cause.,IN_PROGRESS,,,4
TCK-300407,2025-10-28T08:29:00-05:00,CHAT,NL,my meridian speaker,HLOH123033P,,SOFTWARE,Software issue with Halo Home Green,Our IT team sees the HaloHomeGreen freezing on the lock screen on multiple units we deployed.,IN_PROGRESS,REPLACED,2025-11-01,2
TCK-300408,2025-10-31T09:36:00Z,CHAT,FR,core watch 3 black,,,SHIPPING_DAMAGE,Shipping Damage issue with Core Watch 3 Black,The my meridian watch I purchased keeps missing accessories. Please advise on warranty options.,IN_PROGRESS,REPLACED,2025-11-05,
TCK-300409,2025-11-03T10:43:00+08:00,EMAIL,DE,core band silver,CRBND38871R,,DISPLAY,Display issue with Core Band Silver,Our IT team sees the core band silver flickering at low brightness on multiple units we deployed.,RESOLVED,NO_FAULT_FOUND,2025-11-09,3
TCK-300410,2025-11-06T11:50:00-07:00,CHAT,AU,Meridian Core Watch 4 Pro Blue,CRW4P46790S,,DISPLAY,Display issue with Core Watch 4 Pro Blue,Device showing green lines. Serial sticker is worn but it is a core watch 4 pro blue.,CLOSED,REFUND,2025-11-13,1
TCK-300411,2025-11-09T12:57:00+01:00,CHAT,JP,Pulse7256GBBlack 256,PLS7054709T,,BATTERY,Battery issue with Pulse 7 256GB Black,Meridian Pulse 7 256GB Black draining within two hours during normal use. Requesting a replacement unit.,NEW,,NULL,4
TCK-300412,2025-11-12T13:04:00+09:00,CHAT,CN,my meridian phone,PLS8062628U,,DISPLAY,Display issue with Pulse 8 256GB Silver,After charging overnight the Pulse8256GBSilver 256 started going black randomly. The display panel feels warm.,NEW,REPLACED,2025-11-21,2
TCK-300413,2025-11-15T14:11:00-05:00,CHAT,NL,pullse 8 lite 256gb blue,PLS8L70547V,Meridian Store Tilburg 44,OTHER,Other issue with Pulse 8 Lite 256GB Blue,Customer reports rattling when shaken on a my meridian phone. The unit seems to be the cause.,RESOLVED,REPLACED,2025-11-25,5
TCK-300414,2025-11-15T14:11:00-05:00,EMAIL,FR,pulse 9 ultra 128gb black,PLS9U78466W,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 9 Ultra 128GB Black,The pullse 9 ultra 128gb black I purchased keeps dented on arrival. Please advise on warranty options.,NEW,REPAIRED,2025-11-17,
TCK-300415,2025-11-21T16:25:00+08:00,CHAT,DE,Meridian Pulse X Fold 128GB Silver,PLSXF86385X,,BATTERY,Battery issue with Pulse X Fold 128GB Silver,Gift for my daughter — the pulse x fold 128gb silver arrived shutting down at 30%. Box was intact.,NEW,REPLACED,2025-11-24,1
TCK-300416,2025-11-24T17:32:00-07:00,STORE,GB,,PLS6P94304Y,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 6 Pro 128GB Blue,I went back to the store but they redirected me here. The Meridian Pulse 6 Pro 128GB Blue is dented on arrival.,CLOSED,,N/A,4
TCK-300417,2025-11-27T18:39:00+01:00,EMAIL,CA,my meridian laptop,ARA1402223Z,,DISPLAY,Display issue with Aura 14 256GB Black,My device stopped going black randomly after the last update. I bought it at the store and it is only 4 months old.,NEW,REPLACED,2025-12-02,2
TCK-300418,2025-11-30T08:46:00+09:00,STORE,CN,aura 15 pro 256gb silver,ARA1510142A,,CONNECTIVITY,Connectivity issue with Aura 15 Pro 256GB Silver,After charging overnight the device started losing 5G signal. The unit feels warm.,NEW,REPAIRED,2025-12-06,5
TCK-300419,2025-12-03T09:53:00-05:00,CHAT,NL,aura 16 pro 256gb blue,ARA1618061B,,SHIPPING_DAMAGE,Shipping Damage issue with Aura 16 Pro 256GB Blue,My device stopped missing accessories after the last update. I bought it at the store and it is only 6 months old.,IN_PROGRESS,REPLACED,2025-12-10,3
TCK-300420,2025-12-06T10:00:00Z,STORE,FR,Meridian Aura 13 Pro 128GB Black,,Meridian Store Paris 31,DISPLAY,Display issue with Aura 13 Pro 128GB Black,Gift for my daughter — the aura 13 pro 128gb black arrived flickering at low brightness. Box was intact.,CLOSED,NO_FAULT_FOUND,2025-12-14,
TCK-300421,2025-12-09T11:07:00+08:00,CHAT,DE,Slate8128GBSilver 128,SLT8033899D,,BATTERY,Battery issue with Slate 8 128GB Silver,I went back to the store but they redirected me here. The Meridian Slate 8 128GB Silver is draining within two hours.,NEW,,,4
TCK-300422,2025-12-12T12:14:00-07:00,CHAT,GB,my meridian tablet,SLT1041818E,,DISPLAY,Display issue with Slate 10 128GB Blue,"Hello, my Slate10128GBBlue 128 has been going black randomly since last week. Very disappointed.",NEW,NO_FAULT_FOUND,2025-12-22,2
TCK-300423,2025-12-15T13:21:00+01:00,EMAIL,CA,slate 11 256gb black,SLT1149737F,,CONNECTIVITY,Connectivity issue with Slate 11 256GB Black,My my meridian tablet stopped losing 5G signal after the last update. I bought it at the store and it is only 10 months old.,NEW,REFUND,2025-12-17,5
TCK-300424,2025-12-18T14:28:00+09:00,PHONE,US,slate 11 pro 256gb silver,SLT1157656G,,DISPLAY,Display issue with Slate 11 Pro 256GB Silver,I went back to the store but they redirected me here. The slate 11 pro 256gb silver is going black randomly.,CLOSED,REPLACED,2025-12-21,3
TCK-300425,2025-12-21T15:35:00-05:00,PHONE,US,Meridian Halo Buds 2 Blue,HLOB265575H,,SOFTWARE,Software issue with Halo Buds 2 Blue,Gift for my daughter — the halo buds 2 blue arrived stuck on the update screen. Box was intact.,IN_PROGRESS,REPAIRED,2025-12-25,NULL
TCK-300426,2025-12-24T16:42:00Z,PHONE,FR,HaloMiniGreen,HLOMN73494K,,SOFTWARE,Software issue with Halo Mini Green,Customer reports freezing on the lock screen on a Meridian Halo Mini Green. The unit seems to be the cause.,RESOLVED,,NULL,
TCK-300427,2025-12-27T17:49:00+08:00,STORE,DE,my meridian speaker,HLOA181413M,Meridian Store Munich 18,AUDIO,Audio issue with Halo Arc Black,Device producing static. Serial sticker is worn but it is a HaloArcBlack.,NEW,NO_FAULT_FOUND,2026-01-02,2
TCK-300428,2025-12-30T18:56:00-07:00,PHONE,GB,halo fit silver,HLOFT89332N,,CONNECTIVITY,Connectivity issue with Halo Fit Silver,Gift for my daughter — the my meridian speaker arrived failing to pair. Box was intact.,NEW,REPLACED,2026-01-06,5
TCK-300429,2026-01-02T08:03:00+01:00,STORE,CA,,CRW3P97251P,,AUDIO,Audio issue with Core Watch 3 Pro Blue,Customer reports losing the left channel on a core watch 3 pro blue. The unit seems to be the cause.,RESOLVED,REPAIRED,2026-01-10,3
TCK-300430,2026-01-05T09:10:00+09:00,CHAT,US,Meridian Core Band 2 Green,CRBN205170Q,,AUDIO,Audio issue with Core Band 2 Green,My core band 2 green stopped losing the left channel after the last update. I bought it at the store and it is only 17 months old.,NEW,REPAIRED,2026-01-14,1
TCK-300431,2026-01-08T10:17:00-05:00,PHONE,US,CoreSenseBlack,CRSNS13089R,,SHIPPING_DAMAGE,Shipping Damage issue with Core Sense Black,Gift for my daughter — the Meridian Core Sense Black arrived missing accessories. Box was intact.,NEW,,N/A,4
TCK-300432,2026-01-11T11:24:00Z,CHAT,US,my meridian phone,,,BATTERY,Battery issue with Pulse 7 Pro 256GB Black,After charging overnight the Pulse7Pro256GBBlack 256 started not holding a charge. The battery feels warm.,CLOSED,REPLACED,2026-01-13,
TCK-300433,2026-01-14T12:31:00+08:00,CHAT,US,pullse 8 pro 256gb silver,PLS8P28927T,,BATTERY,Battery issue with Pulse 8 Pro 256GB Silver,Gift for my daughter — the my meridian phone arrived not holding a charge. Box was intact.,IN_PROGRESS,REPAIRED,2026-01-17,5
TCK-300434,2026-01-17T13:38:00-07:00,EMAIL,GB,pulse 9 256gb blue,PLS9036846U,Meridian Store London 05,SOFTWARE,Software issue with Pulse 9 256GB Blue,After charging overnight the pullse 9 256gb blue started freezing on the lock screen. The unit feels warm.,CLOSED,REPAIRED,2026-01-21,3
TCK-300435,2026-01-20T14:45:00+01:00,CHAT,CA,Meridian Pulse 9 Lite 128GB Black,PLS9L44765V,,DISPLAY,Display issue with Pulse 9 Lite 128GB Black,"Hello, my pulse 9 lite 128gb black has been going black randomly since last week. Very disappointed.",IN_PROGRESS,REFUND,2026-01-25,1
TCK-300436,2026-01-23T15:52:00+09:00,CHAT,US,Pulse6128GBSilver 128,PLS6052684W,,CONNECTIVITY,Connectivity issue with Pulse 6 128GB Silver,Our IT team sees the Meridian Pulse 6 128GB Silver dropping wifi on multiple units we deployed.,IN_PROGRESS,,,4
TCK-300437,2026-01-23T15:52:00+09:00,EMAIL,US,my meridian laptop,ARA1360603X,,CONNECTIVITY,Connectivity issue with Aura 13 128GB Blue,After charging overnight the device started dropping wifi. The unit feels warm.,IN_PROGRESS,REPAIRED,2026-01-30,2
TCK-300438,2026-01-29T17:06:00Z,PHONE,US,aura 15 256gb black,ARA1568522Y,,CONNECTIVITY,Connectivity issue with Aura 15 256GB Black,Gift for my daughter — the device arrived failing to pair. Box was intact.,IN_PROGRESS,REFUND,2026-02-06,
TCK-300439,2026-02-01T18:13:00+08:00,STORE,US,aura 16 256gb silver,ARA1676441Z,,OTHER,Other issue with Aura 16 256GB Silver,device getting warm in standby during normal use. Requesting a replacement unit.,IN_PROGRESS,NO_FAULT_FOUND,2026-02-10,3
TCK-300440,2026-02-04T08:20:00-07:00,CHAT,AU,Meridian Aura Studio 256GB Blue,ARAST84360A,,SHIPPING_DAMAGE,Shipping Damage issue with Aura Studio 256GB Blue,Our IT team sees the aura studio 256gb blue missing accessories on multiple units we deployed.,IN_PROGRESS,REPAIRED,2026-02-14,1
TCK-300441,2026-02-07T09:27:00+01:00,EMAIL,JP,Aura14Pro128GBBlack 128,ARA1492279B,Meridian Store Osaka 82,DISPLAY,Display issue with Aura 14 Pro 128GB Black,My Meridian Aura 14 Pro 128GB Black stopped flickering at low brightness after the last update. I bought it at Meridian Store Osaka 82 and it is only 5 months old.,CLOSED,,NULL,4
TCK-300442,2026-02-10T10:34:00+09:00,CHAT,US,,SLT9000198C,,BATTERY,Battery issue with Slate 9 128GB Silver,"Hello, my Slate9128GBSilver 128 has been shutting down at 30% since last week. Very disappointed.",CLOSED,REPLACED,2026-02-13,NULL
TCK-300443,2026-02-13T11:41:00-05:00,EMAIL,US,slate 10 pro 128gb blue,SLT1008117D,,CONNECTIVITY,Connectivity issue with Slate 10 Pro 128GB Blue,I went back to the store but they redirected me here. The my meridian tablet is losing 5G signal.,NEW,NO_FAULT_FOUND,2026-02-17,5
TCK-300444,2026-02-16T12:48:00Z,STORE,US,slate mini 256gb black,,,BATTERY,Battery issue with Slate Mini 256GB Black,My slate mini 256gb black stopped not holding a charge after the last update. I bought it at the store and it is only 8 months old.,IN_PROGRESS,REPLACED,2026-02-21,
TCK-300445,2026-02-19T13:55:00+08:00,PHONE,US,Meridian Slate Kids 256GB Silver,SLTKD23955F,,BATTERY,Battery issue with Slate Kids 256GB Silver,After charging overnight the slate kids 256gb silver started shutting down at 30%. The unit feels warm.,CLOSED,REPLACED,2026-02-25,1
TCK-300446,2026-02-22T14:02:00-07:00,EMAIL,AU,HaloMaxBlack,HLOMX31874G,,DISPLAY,Display issue with Halo Max Black,Device flickering at low brightness. Serial sticker is worn but it is a Meridian Halo Max Black.,NEW,,N/A,4
TCK-300447,2026-02-25T15:09:00+01:00,PHONE,JP,my meridian speaker,HLOST39793H,,OTHER,Other issue with Halo Studio Silver,Gift for my daughter — the HaloStudioSilver arrived getting warm in standby. Box was intact.,IN_PROGRESS,NO_FAULT_FOUND,2026-03-05,2
TCK-300448,2026-02-28T16:16:00+09:00,EMAIL,CN,halo home blue,HLOH147712K,Meridian Store Shanghai 69,OTHER,Other issue with Halo Home Blue,The my meridian speaker I purchased keeps rattling when shaken. Please advise on warranty options.,RESOLVED,REPAIRED,2026-03-09,5
TCK-300449,2026-03-03T17:23:00-05:00,EMAIL,NL,core watch 2 green,CRW2055631M,,AUDIO,Audio issue with Core Watch 2 Green,Customer reports producing static on a core watch 2 green. The unit seems to be the cause.,RESOLVED,REPLACED,2026-03-13,3
TCK-300450,2026-03-06T18:30:00Z,CHAT,US,Meridian Core Band Black,CRBND63550N,,BATTERY,Battery issue with Core Band Black,The core band black I purchased keeps shutting down at 30%. Please advise on warranty options.,CLOSED,REPLACED,2026-03-08,
TCK-300451,2026-03-09T08:37:00+08:00,STORE,US,CoreWatch4ProSilver,CRW4P71469P,,DISPLAY,Display issue with Core Watch 4 Pro Silver,The Meridian Core Watch 4 Pro Silver I purchased keeps flickering at low brightness. Please advise on warranty options.,CLOSED,,,4
TCK-300452,2026-03-12T09:44:00-07:00,CHAT,AU,my meridian phone,PLS7079388Q,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 7 128GB Blue,Device dented on arrival. Serial sticker is worn but it is a Pulse7128GBBlue 128.,RESOLVED,REPLACED,2026-03-16,2
TCK-300453,2026-03-15T10:51:00+01:00,PHONE,JP,pullse 8 256gb black,PLS8087307R,,DISPLAY,Display issue with Pulse 8 256GB Black,Customer reports flickering at low brightness on a my meridian phone. The unit seems to be the cause.,RESOLVED,REFUND,2026-03-20,5
TCK-300454,2026-03-18T11:58:00+09:00,PHONE,CN,pulse 8 lite 256gb silver,PLS8L95226S,,OTHER,Other issue with Pulse 8 Lite 256GB Silver,After charging overnight the pullse 8 lite 256gb silver started getting warm in standby. The unit feels warm.,RESOLVED,NO_FAULT_FOUND,2026-03-24,3
TCK-300455,2026-03-21T12:05:00-05:00,PHONE,NL,,PLS9P03145T,Meridian Store Tilburg 56,OTHER,Other issue with Pulse 9 Pro 256GB Blue,pulse 9 pro 256gb blue getting warm in standby during normal use. Requesting a replacement unit.,NEW,REFUND,2026-03-28,1
TCK-300456,2026-03-24T13:12:00Z,STORE,FR,PulseXFold128GBBlack 128,,,SOFTWARE,Software issue with Pulse X Fold 128GB Black,"Hello, my Meridian Pulse X Fold 128GB Black has been rebooting in a loop since last week. Very disappointed.",RESOLVED,,NULL,
TCK-300457,2026-03-27T14:19:00+08:00,STORE,DE,my meridian phone,PLS6P18983V,,SOFTWARE,Software issue with Pulse 6 Pro 128GB Silver,"Hello, my device has been stuck on the update screen since last week. Very disappointed.",CLOSED,NO_FAULT_FOUND,2026-04-05,2
TCK-300458,2026-03-30T15:26:00-07:00,EMAIL,GB,aura 14 128gb blue,ARA1426902W,,CONNECTIVITY,Connectivity issue with Aura 14 128GB Blue,"Hello, my device has been dropping wifi since last week. Very disappointed.",NEW,NO_FAULT_FOUND,2026-04-09,5
TCK-300459,2026-04-02T16:33:00+01:00,STORE,JP,aura 15 pro 256gb black,ARA1534821X,,SOFTWARE,Software issue with Aura 15 Pro 256GB Black,After charging overnight the device started rebooting in a loop. The unit feels warm.,RESOLVED,REPAIRED,2026-04-04,NULL
TCK-300460,2026-04-02T16:33:00+01:00,PHONE,CN,Meridian Aura 16 Pro 256GB Silver,ARA1642740Y,,OTHER,Other issue with Aura 16 Pro 256GB Silver,Our IT team sees the aura 16 pro 256gb silver rattling when shaken on multiple units we deployed.,RESOLVED,REPLACED,2026-04-05,1
TCK-300461,2026-04-08T18:47:00-05:00,PHONE,NL,AuraGo256GBBlue 256,ARAGO50659Z,,CONNECTIVITY,Connectivity issue with Aura Go 256GB Blue,The Meridian Aura Go 256GB Blue I purchased keeps losing 5G signal. Please advise on warranty options.,CLOSED,,N/A,4
TCK-300462,2026-04-11T08:54:00Z,STORE,FR,my meridian tablet,SLT8058578A,Meridian Store Paris 43,AUDIO,Audio issue with Slate 8 128GB Black,"Hello, my Slate8128GBBlack 128 has been producing static since last week. Very disappointed.",NEW,NO_FAULT_FOUND,2026-04-16,
TCK-300463,2026-04-14T09:01:00+08:00,STORE,DE,slate 10 128gb silver,SLT1066497B,,DISPLAY,Display issue with Slate 10 128GB Silver,I went back to the store but they redirected me here. The my meridian tablet is flickering at low brightness.,CLOSED,REFUND,2026-04-20,5
TCK-300464,2026-04-17T10:08:00-07:00,CHAT,GB,slate 11 128gb blue,SLT1174416C,,AUDIO,Audio issue with Slate 11 128GB Blue,slate 11 128gb blue losing the left channel during normal use. Requesting a replacement unit.,RESOLVED,REPAIRED,2026-04-24,3
TCK-300465,2026-04-20T11:15:00+01:00,EMAIL,CA,Meridian Slate 11 Pro 256GB Black,SLT1182335D,,BATTERY,Battery issue with Slate 11 Pro 256GB Black,I went back to the store but they redirected me here. The slate 11 pro 256gb black is draining within two hours.,NEW,REPLACED,2026-04-28,1
TCK-300466,2026-04-23T12:22:00+09:00,CHAT,US,HaloBuds2Silver,HLOB290254E,,DISPLAY,Display issue with Halo Buds 2 Silver,After charging overnight the Meridian Halo Buds 2 Silver started flickering at low brightness. The unit feels warm.,CLOSED,,,4
TCK-300467,2026-04-26T13:29:00-05:00,EMAIL,NL,my meridian speaker,HLOMN98173F,,SOFTWARE,Software issue with Halo Mini Blue,The HaloMiniBlue I purchased keeps stuck on the update screen. Please advise on warranty options.,RESOLVED,NO_FAULT_FOUND,2026-05-06,2
TCK-300468,2026-04-29T14:36:00Z,PHONE,FR,,,,OTHER,Other issue with Halo Go Green,Gift for my daughter — the my meridian speaker arrived behaving oddly. Box was intact.,RESOLVED,NO_FAULT_FOUND,2026-05-01,
TCK-300469,2026-05-02T15:43:00+08:00,EMAIL,DE,halo fit black,HLOFT14011H,Meridian Store Munich 30,OTHER,Other issue with Halo Fit Black,Customer reports behaving oddly on a halo fit black. The unit seems to be the cause.,CLOSED,REFUND,2026-05-05,3
TCK-300470,2026-05-05T16:50:00-07:00,CHAT,GB,Meridian Core Watch 3 Pro Silver,CRW3P21930K,,OTHER,Other issue with Core Watch 3 Pro Silver,Our IT team sees the core watch 3 pro silver getting warm in standby on multiple units we deployed.,IN_PROGRESS,REPAIRED,2026-05-09,1
TCK-300471,2026-05-08T17:57:00+01:00,PHONE,CA,CoreBand2Blue,CRBN229849M,,OTHER,Other issue with Core Band 2 Blue,Device rattling when shaken. Serial sticker is worn but it is a Meridian Core Band 2 Blue.,CLOSED,,NULL,4
TCK-300472,2026-05-11T18:04:00+09:00,STORE,US,my meridian watch,CRKID37768N,,SHIPPING_DAMAGE,Shipping Damage issue with Core Kids Green,Device missing accessories. Serial sticker is worn but it is a CoreKidsGreen.,RESOLVED,REPLACED,2026-05-17,2
TCK-300473,2026-05-14T08:11:00-05:00,PHONE,US,pullse 7 pro 128gb blue,PLS7P45687P,,CONNECTIVITY,Connectivity issue with Pulse 7 Pro 128GB Blue,The my meridian phone I purchased keeps failing to pair. Please advise on warranty options.,NEW,NO_FAULT_FOUND,2026-05-21,5
TCK-300474,2026-05-17T09:18:00Z,EMAIL,US,pulse 8 pro 256gb black,PLS8P53606Q,,AUDIO,Audio issue with Pulse 8 Pro 256GB Black,Customer reports crackling at high volume on a pullse 8 pro 256gb black. The unit seems to be the cause.,NEW,REPAIRED,2026-05-25,
TCK-300475,2026-05-20T10:25:00+08:00,PHONE,DE,Meridian Pulse 9 256GB Silver,PLS9061525R,,OTHER,Other issue with Pulse 9 256GB Silver,I went back to the store but they redirected me here. The pulse 9 256gb silver is behaving oddly.,RESOLVED,REFUND,2026-05-29,1
TCK-300476,2026-05-23T11:32:00-07:00,PHONE,GB,Pulse9Ultra256GBBlue 256,PLS9U69444S,Meridian Store London 17,AUDIO,Audio issue with Pulse 9 Ultra 256GB Blue,After charging overnight the Meridian Pulse 9 Ultra 256GB Blue started crackling at high volume. The unit feels warm.,NEW,,N/A,NULL
TCK-300477,2026-05-26T12:39:00+01:00,CHAT,CA,my meridian phone,PLS6077363T,,AUDIO,Audio issue with Pulse 6 128GB Black,device losing the left channel during normal use. Requesting a replacement unit.,RESOLVED,REPAIRED,2026-05-28,2
TCK-300478,2026-05-29T13:46:00+09:00,STORE,US,aura 13 128gb silver,ARA1385282U,,AUDIO,Audio issue with Aura 13 128GB Silver,I went back to the store but they redirected me here. The device is losing the left channel.,IN_PROGRESS,NO_FAULT_FOUND,2026-06-01,5
TCK-300479,2026-06-01T14:53:00-05:00,CHAT,US,aura 15 128gb blue,ARA1593201V,,SHIPPING_DAMAGE,Shipping Damage issue with Aura 15 128GB Blue,My device stopped dented on arrival after the last update. I bought it at the store and it is only 20 months old.,RESOLVED,NO_FAULT_FOUND,2026-06-05,3
TCK-300480,2026-06-04T15:00:00Z,EMAIL,US,Meridian Aura 16 256GB Black,,,BATTERY,Battery issue with Aura 16 256GB Black,The aura 16 256gb black I purchased keeps draining within two hours. Please advise on warranty options.,RESOLVED,REFUND,2026-06-09,
TCK-300481,2026-06-07T16:07:00+08:00,CHAT,US,,ARAST09039X,,OTHER,Other issue with Aura Studio 256GB Silver,Device getting warm in standby. Serial sticker is worn but it is a Meridian Aura Studio 256GB Silver.,CLOSED,,,4
TCK-300482,2026-06-10T17:14:00-07:00,PHONE,AU,my meridian laptop,ARA1316958Y,,OTHER,Other issue with Aura 13 Pro 256GB Blue,Device behaving oddly. Serial sticker is worn but it is a Aura13Pro256GBBlue 256.,RESOLVED,NO_FAULT_FOUND,2026-06-17,2
TCK-300483,2026-06-10T17:14:00-07:00,PHONE,CA,slate 9 128gb black,SLT9024877Z,Meridian Store Vancouver 04,AUDIO,Audio issue with Slate 9 128GB Black,My my meridian tablet stopped crackling at high volume after the last update. I bought it at Meridian Store Vancouver 04 and it is only 1 months old.,IN_PROGRESS,NO_FAULT_FOUND,2026-06-18,5
TCK-300484,2025-06-19T08:28:00+09:00,EMAIL,US,slate 10 pro 128gb silver,SLT1032796A,,CONNECTIVITY,Connectivity issue with Slate 10 Pro 128GB Silver,Customer reports dropping wifi on a slate 10 pro 128gb silver. The unit seems to be the cause.,CLOSED,REPAIRED,2025-06-28,3
TCK-300485,2025-06-22T09:35:00-05:00,PHONE,US,Meridian Slate Mini 128GB Blue,SLTMN40715B,,DISPLAY,Display issue with Slate Mini 128GB Blue,"Hello, my slate mini 128gb blue has been going black randomly since last week. Very disappointed.",NEW,NO_FAULT_FOUND,2025-07-02,1
TCK-300486,2025-06-25T10:42:00Z,PHONE,US,SlateKids256GBBlack 256,SLTKD48634C,,OTHER,Other issue with Slate Kids 256GB Black,Customer reports getting warm in standby on a Meridian Slate Kids 256GB Black. The unit seems to be the cause.,IN_PROGRESS,,NULL,
TCK-300487,2025-06-28T11:49:00+08:00,PHONE,US,my meridian speaker,HLOB256553D,,SOFTWARE,Software issue with Halo Buds 2 Pro Green,After charging overnight the HaloBuds2ProGreen started freezing on the lock screen. The unit feels warm.,RESOLVED,REFUND,2025-07-01,2
TCK-300488,2025-07-01T12:56:00-07:00,PHONE,AU,halo studio black,HLOST64472E,,SHIPPING_DAMAGE,Shipping Damage issue with Halo Studio Black,Gift for my daughter — the my meridian speaker arrived delivered with a cracked corner. Box was intact.,IN_PROGRESS,REPLACED,2025-07-05,5
TCK-300489,2025-07-04T13:03:00+01:00,PHONE,JP,halo home silver,HLOH172391F,,CONNECTIVITY,Connectivity issue with Halo Home Silver,Device losing 5G signal. Serial sticker is worn but it is a halo home silver.,RESOLVED,NO_FAULT_FOUND,2025-07-09,3
TCK-300490,2025-07-07T14:10:00+09:00,PHONE,CN,Meridian Core Watch 2 Blue,CRW2080310G,Meridian Store Shanghai 81,AUDIO,Audio issue with Core Watch 2 Blue,Gift for my daughter — the core watch 2 blue arrived crackling at high volume. Box was intact.,RESOLVED,REPAIRED,2025-07-13,1
TCK-300491,2025-07-10T15:17:00-05:00,CHAT,US,CoreWatch4Green,CRW4088229H,,SOFTWARE,Software issue with Core Watch 4 Green,The Meridian Core Watch 4 Green I purchased keeps freezing on the lock screen. Please advise on warranty options.,RESOLVED,,N/A,4
TCK-300492,2025-07-13T16:24:00Z,PHONE,US,my meridian watch,,,SOFTWARE,Software issue with Core Watch 4 Pro Black,My CoreWatch4ProBlack stopped freezing on the lock screen after the last update. I bought it at the store and it is only 10 months old.,RESOLVED,REPAIRED,2025-07-21,
TCK-300493,2025-07-16T17:31:00+08:00,PHONE,US,pullse 7 128gb silver,PLS7004067M,,OTHER,Other issue with Pulse 7 128GB Silver,Device behaving oddly. Serial sticker is worn but it is a my meridian phone.,CLOSED,REFUND,2025-07-25,NULL
TCK-300494,2025-07-19T18:38:00-07:00,STORE,AU,,PLS8011986N,,OTHER,Other issue with Pulse 8 128GB Blue,My pullse 8 128gb blue stopped getting warm in standby after the last update. I bought it at the store and it is only 12 months old.,NEW,NO_FAULT_FOUND,2025-07-29,3
TCK-300495,2025-07-22T08:45:00+01:00,EMAIL,JP,Meridian Pulse 8 Lite 256GB Black,PLS8L19905P,,CONNECTIVITY,Connectivity issue with Pulse 8 Lite 256GB Black,The pulse 8 lite 256gb black I purchased keeps failing to pair. Please advise on warranty options.,NEW,REPLACED,2025-07-24,1
TCK-300496,2025-07-25T09:52:00+09:00,PHONE,CN,Pulse9Pro256GBSilver 256,PLS9P27824Q,,CONNECTIVITY,Connectivity issue with Pulse 9 Pro 256GB Silver,My Meridian Pulse 9 Pro 256GB Silver stopped losing 5G signal after the last update. I bought it at the store and it is only 14 months old.,NEW,,,4
TCK-300497,2025-07-28T10:59:00-05:00,CHAT,NL,my meridian phone,PLS9L35743R,Meridian Store Tilburg 68,OTHER,Other issue with Pulse 9 Lite 256GB Blue,I went back to Meridian Store Tilburg 68 but they redirected me here. The device is rattling when shaken.,IN_PROGRESS,REPAIRED,2025-08-01,2
TCK-300498,2025-07-31T11:06:00Z,PHONE,FR,pullse 6 pro 128gb black,PLS6P43662S,,OTHER,Other issue with Pulse 6 Pro 128GB Black,Gift for my daughter — the device arrived behaving oddly. Box was intact.,RESOLVED,REPAIRED,2025-08-05,
TCK-300499,2025-08-03T12:13:00+08:00,CHAT,DE,aura 14 128gb silver,ARA1451581T,,SHIPPING_DAMAGE,Shipping Damage issue with Aura 14 128GB Silver,I went back to the store but they redirected me here. The device is dented on arrival.,NEW,REFUND,2025-08-09,3
TCK-300500,2025-08-06T13:20:00-07:00,EMAIL,AU,Meridian Aura 15 Pro 128GB Blue,ARA1559500U,,DISPLAY,Display issue with Aura 15 Pro 128GB Blue,Customer reports flickering at low brightness on a aura 15 pro 128gb blue. The display panel seems to be the cause.,NEW,REFUND,2025-08-13,1
TCK-300501,2025-08-09T14:27:00+01:00,STORE,JP,Aura16Pro256GBBlack 256,ARA1667419V,,AUDIO,Audio issue with Aura 16 Pro 256GB Black,My Meridian Aura 16 Pro 256GB Black stopped losing the left channel after the last update. I bought it at the store and it is only 19 months old.,CLOSED,,NULL,4
TCK-300502,2025-08-12T15:34:00+09:00,STORE,CN,my meridian laptop,ARAGO75338W,,DISPLAY,Display issue with Aura Go 256GB Silver,The AuraGo256GBSilver 256 I purchased keeps showing green lines. Please advise on warranty options.,NEW,NO_FAULT_FOUND,2025-08-21,2
