LEASE_ID,AMENDMENT_NO,FACILITY_CODE,PROPERTY_NAME,PROPERTY_TYPE,ADDRESS_LINE_1,CITY,STATE_PROVINCE,COUNTRY,LANDLORD_NAME,LEASE_TYPE,LEASE_TERM_MONTHS,RENT_CURRENCY,ESCALATION_RATE_PCT,RENEWAL_OPTIONS,SQUARE_FOOTAGE,AREA_UOM,SECURITY_DEPOSIT,LEASE_COMMENCEMENT_DATE,EXPIRATION_DATE,BASE_RENT_ANNUAL,LEASE_STATUS
LSE-1047,1,MER-RTL-AU-0047,Sydney Center Store,RETAIL,350 Station Blvd,Sydney,,AU,Stellar Urban Holdings,Gross,120,USD,2.0,1 x 5 yr at 95% FMV,372,SQM,"20,000",2022-11-20,2030-07-17,"122,000",ACTIVE
LSE-5048,0,MER-RTL-US-0048,San Diego Galleria Store,RETAIL,375 Station Blvd,San Diego,CA,US,Northbridge Logistics Park,NNN,120,USD,2.0,1 x 5 yr at 95% FMV,"4,100",SF,"23,000",2013-12-21,2023-12-21,"101,600",EXPIRED
LSE-1048,0,MER-RTL-US-0048,San Diego Galleria Store,RETAIL,375 Station Blvd,San Diego,CA,US,Northbridge Logistics Park,NNN,120,USD,2.0,1 x 5 yr at 95% FMV,"4,100",SF,"23,000",2023-12-21,2030-08-09,"119,380",SUPERSEDED
LSE-1048,1,MER-RTL-US-0048,San Diego Galleria Store,RETAIL,375 Station Blvd,San Diego,CA,US,Northbridge Logistics Park,NNN,120,USD,2.0,1 x 5 yr at 95% FMV,"4,100",SF,"23,000",2023-12-21,2030-08-09,"127,000",SUPERSEDED
LSE-1048,2,MER-RTL-US-0048,San Diego Galleria Store,RETAIL,375 Station Blvd,San Diego,CA,US,Northbridge Logistics Park,NNN,120,USD,2.0,1 x 5 yr at 95% FMV,"4,100",SF,"23,000",2023-12-21,2030-08-09,"127,000",ACTIVE
LSE-5049,0,MER-RTL-US-0049,Austin Flagship Store,RETAIL,100 Main St,Austin,TX,US,Carraway REIT LP,Gross,60,USD,2.5,1 x 5 yr at 95% FMV,"4,200",SF,"11,000",2011-01-22,2016-01-22,"87,200",EXPIRED
LSE-1049,0,MER-RTL-US-0049,Austin Flagship Store,RETAIL,100 Main St,Austin,TX,US,Carraway REIT LP,Gross,60,USD,2.5,1 x 5 yr at 95% FMV,"4,200",SF,"11,000",2016-01-22,2030-09-01,"109,000",ACTIVE
LSE-5050,0,MER-RTL-US-0050,Denver Mall Store,RETAIL,125 Main St,Denver,CO,US,Stellar Urban Holdings,Gross,120,USD,3.0,2 x 5 yr at FMV,"4,300",SF,"19,000",2007-02-24,2017-02-23,"103,200",TERMINATED
LSE-1050,0,MER-RTL-US-0050,Denver Mall Store,RETAIL,125 Main St,Denver,CO,US,Stellar Urban Holdings,Gross,120,USD,3.0,2 x 5 yr at FMV,"4,300",SF,"19,000",2017-02-23,2030-09-24,"121,260",SUPERSEDED
LSE-1050,1,MER-RTL-US-0050,Denver Mall Store,RETAIL,125 Main St,Denver,CO,US,Stellar Urban Holdings,Gross,120,USD,3.0,2 x 5 yr at FMV,"4,300",SF,"19,000",2017-02-23,2030-09-24,"129,000",ACTIVE
LSE-1051,0,MER-RTL-US-0051,Seattle Center Store,RETAIL,150 Main St,Seattle,WA,US,Northbridge Logistics Park,Modified Gross,144,USD,2.5,none,"4,400",SF,"16,000",2018-03-24,2030-10-17,"132,000",SUPERSEDED
LSE-1051,1,MER-RTL-US-0051,Seattle Center Store,RETAIL,150 Main St,Seattle,WA,US,Northbridge Logistics Park,Modified Gross,144,USD,2.5,none,"4,400",SF,"16,000",2018-03-24,2030-10-17,"132,000",ACTIVE
LSE-1052,0,MER-RTL-CA-0052,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Sakura Estate KK,Gross,84,USD,2.5,2 x 5 yr at FMV,"4,500",SF,"21,000",2019-04-25,2030-11-09,"101,520",SUPERSEDED
LSE-1052,1,MER-RTL-CA-0052,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Sakura Estate KK,Gross,84,USD,2.5,2 x 5 yr at FMV,"4,500",SF,"21,000",2019-04-25,2030-11-09,"108,000",SUPERSEDED
LSE-1052,2,MER-RTL-CA-0052,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Sakura Estate KK,Gross,84,USD,2.5,2 x 5 yr at FMV,"4,500",SF,"21,000",2019-04-25,2030-11-09,"108,000",ACTIVE
LSE-1053,0,MER-RTL-GB-0053,London Flagship Store,RETAIL,200 Market Ave,London,,GB,Cornerstone CRE Fund II,Gross,144,GBP,3.0,3 x 3 yr fixed,427,SQM,"18,000",26.05.2020,2030-12-02,"126,000",ACTIVE
LSE-1054,0,MER-RTL-DE-0054,Munich Mall Store,RETAIL,225 Market Ave,Munich,,DE,Eurolog Property B.V.,Gross,84,EUR,2.0,1 x 5 yr at 95% FMV,437,SQM,"23,000",27.06.2021,2030-12-25,"113,740",SUPERSEDED
LSE-1054,1,MER-RTL-DE-0054,Munich Mall Store,RETAIL,225 Market Ave,Munich,,DE,Eurolog Property B.V.,Gross,84,EUR,2.0,1 x 5 yr at 95% FMV,437,SQM,"23,000",27.06.2021,2030-12-25,"121,000",ACTIVE
LSE-5055,0,MER-RTL-FR-0055,Paris Center Store,RETAIL,250 Harbor Rd,Paris,,FR,Harbour City Holdings,NNN,144,EUR,3.0,2 x 5 yr at FMV,446,SQM,"22,000",01.07.2010,2022-07-01,"117,600",EXPIRED
LSE-1055,0,MER-RTL-FR-0055,Paris Center Store,RETAIL,250 Harbor Rd,Paris,,FR,Harbour City Holdings,NNN,144,EUR,3.0,2 x 5 yr at FMV,446,SQM,"22,000",01.07.2022,2031-01-17,"147,000",SUPERSEDED
LSE-1055,1,MER-RTL-FR-0055,Paris Center Store,RETAIL,250 Harbor Rd,Paris,,FR,Harbour City Holdings,NNN,144,EUR,3.0,2 x 5 yr at FMV,446,SQM,"22,000",01.07.2022,2031-01-17,"147,000",ACTIVE
LSE-5056,0,MER-RTL-NL-0056,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Cornerstone CRE Fund II,NNN,120,EUR,2.0,2 x 5 yr at FMV,455,SQM,"19,000",02.08.2013,2023-08-02,"94,400",EXPIRED
LSE-1056,0,MER-RTL-NL-0056,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Cornerstone CRE Fund II,NNN,120,EUR,2.0,2 x 5 yr at FMV,455,SQM,"19,000",02.08.2023,2031-02-09,"110,920",SUPERSEDED
LSE-1056,1,MER-RTL-NL-0056,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Cornerstone CRE Fund II,NNN,120,EUR,2.0,2 x 5 yr at FMV,455,SQM,"19,000",02.08.2023,2031-02-09,"118,000",SUPERSEDED
LSE-1056,2,MER-RTL-NL-0056,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Cornerstone CRE Fund II,NNN,120,EUR,2.0,2 x 5 yr at FMV,455,SQM,"19,000",02.08.2023,2031-02-09,"118,000",ACTIVE
LSE-5057,0,MER-RTL-CN-0057,Shanghai Flagship Store,RETAIL,300 Harbor Rd,Shanghai,,CN,Brookline Property Trust,Modified Gross,60,CNY,2.0,2 x 5 yr at FMV,204,SQM,"12,000",04.09.2011,2016-09-03,"46,400",TERMINATED
LSE-1057,0,MER-RTL-CN-0057,Shanghai Flagship Store,RETAIL,300 Harbor Rd,Shanghai,,CN,Brookline Property Trust,Modified Gross,60,CNY,2.0,2 x 5 yr at FMV,204,SQM,"12,000",03.09.2016,2031-03-04,"58,000",ACTIVE
LSE-5058,0,MER-RTL-JP-0058,Osaka Mall Store,RETAIL,325 Station Blvd,Osaka,,JP,Eurolog Property B.V.,Modified Gross,120,JPY,2.5,2 x 5 yr at FMV,214,,"6,000",2007-10-05,2017-10-04,"45,600",EXPIRED
LSE-1058,0,MER-RTL-JP-0058,Osaka Mall Store,RETAIL,325 Station Blvd,Osaka,,JP,Eurolog Property B.V.,Modified Gross,120,JPY,2.5,2 x 5 yr at FMV,214,,"6,000",2017-10-04,2031-03-27,"53,580",SUPERSEDED
LSE-1058,1,MER-RTL-JP-0058,Osaka Mall Store,RETAIL,325 Station Blvd,Osaka,,JP,Eurolog Property B.V.,Modified Gross,120,JPY,2.5,2 x 5 yr at FMV,214,,"6,000",2017-10-04,2031-03-27,"57,000",ACTIVE
LSE-5059,0,MER-RTL-AU-0059,Sydney Center Store,RETAIL,350 Station Blvd,Sydney,,AU,Galleria Retail Trust,NNN,144,USD,2.0,1 x 5 yr at 95% FMV,223,SQM,"10,000",2006-11-05,2018-11-05,"48,000",EXPIRED
LSE-1059,0,MER-RTL-AU-0059,Sydney Center Store,RETAIL,350 Station Blvd,Sydney,,AU,Galleria Retail Trust,NNN,144,USD,2.0,1 x 5 yr at 95% FMV,223,SQM,"10,000",2018-11-05,2031-04-19,"60,000",SUPERSEDED
LSE-1059,1,MER-RTL-AU-0059,Sydney Center Store,RETAIL,350 Station Blvd,Sydney,,AU,Galleria Retail Trust,NNN,144,USD,2.0,1 x 5 yr at 95% FMV,223,SQM,"10,000",2018-11-05,2031-04-19,"60,000",ACTIVE
LSE-1060,0,MER-RTL-US-0060,Chicago Galleria Store,RETAIL,375 Station Blvd,Chicago,IL,US,Harbour City Holdings,Gross,60,USD,2.5,3 x 3 yr fixed,"2,500",SF,"11,000",2019-12-06,2031-05-12,"58,280",SUPERSEDED
LSE-1060,1,MER-RTL-US-0060,Chicago Galleria Store,RETAIL,375 Station Blvd,Chicago,IL,US,Harbour City Holdings,Gross,60,USD,2.5,3 x 3 yr fixed,"2,500",SF,"11,000",2019-12-06,2031-05-12,"62,000",SUPERSEDED
LSE-1060,2,MER-RTL-US-0060,Chicago Galleria Store,RETAIL,375 Station Blvd,Chicago,IL,US,Harbour City Holdings,Gross,60,USD,2.5,3 x 3 yr fixed,"2,500",SF,"11,000",2019-12-06,2031-05-12,"62,000",ACTIVE
LSE-1061,0,MER-RTL-US-0061,Boston Flagship Store,RETAIL,100 Main St,Boston,MA,US,Eurolog Property B.V.,Gross,144,USD,3.0,3 x 3 yr fixed,"2,600",SF,"10,000",2020-01-07,2031-06-04,"63,000",ACTIVE
LSE-1062,0,MER-RTL-US-0062,Miami Mall Store,RETAIL,125 Main St,Miami,FL,US,Pacific Crown Estates,NNN,120,USD,2.5,none,"2,700",SF,"10,000",2021-02-08,2031-06-27,"64,860",SUPERSEDED
LSE-1062,1,MER-RTL-US-0062,Miami Mall Store,RETAIL,125 Main St,Miami,FL,US,Pacific Crown Estates,NNN,120,USD,2.5,none,"2,700",SF,"10,000",2021-02-08,2031-06-27,"69,000",ACTIVE
LSE-1063,0,MER-RTL-US-0063,Portland Center Store,RETAIL,150 Main St,Portland,OR,US,Pacific Crown Estates,Gross,144,USD,2.5,2 x 5 yr at FMV,"2,800",SF,"9,000",2022-03-09,2031-07-20,"79,000",SUPERSEDED
LSE-1063,1,MER-RTL-US-0063,Portland Center Store,RETAIL,150 Main St,Portland,OR,US,Pacific Crown Estates,Gross,144,USD,2.5,2 x 5 yr at FMV,"2,800",SF,"9,000",2022-03-09,2031-07-20,"79,000",ACTIVE
LSE-5064,0,MER-RTL-CA-0064,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Stellar Urban Holdings,Gross,60,USD,2.5,1 x 5 yr at 95% FMV,"2,900",SF,"9,000",2018-04-10,2023-04-10,"72,000",TERMINATED
LSE-1064,0,MER-RTL-CA-0064,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Stellar Urban Holdings,Gross,60,USD,2.5,1 x 5 yr at 95% FMV,"2,900",SF,"9,000",2023-04-10,2031-08-12,"84,600",SUPERSEDED
LSE-1064,1,MER-RTL-CA-0064,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Stellar Urban Holdings,Gross,60,USD,2.5,1 x 5 yr at 95% FMV,"2,900",SF,"9,000",2023-04-10,2031-08-12,"90,000",SUPERSEDED
LSE-1064,2,MER-RTL-CA-0064,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Stellar Urban Holdings,Gross,60,USD,2.5,1 x 5 yr at 95% FMV,"2,900",SF,"9,000",2023-04-10,2031-08-12,"90,000",ACTIVE
LSE-5065,0,MER-RTL-GB-0065,London Flagship Store,RETAIL,200 Market Ave,London,,GB,Harbour City Holdings,NNN,144,GBP,2.5,2 x 5 yr at FMV,279,SQM,"8,000",11.05.2004,2016-05-11,"57,600",EXPIRED
LSE-1065,0,MER-RTL-GB-0065,London Flagship Store,RETAIL,200 Market Ave,London,,GB,Harbour City Holdings,NNN,144,GBP,2.5,2 x 5 yr at FMV,279,SQM,"8,000",11.05.2016,2031-09-04,"72,000",ACTIVE
LSE-5066,0,MER-RTL-DE-0066,Munich Mall Store,RETAIL,225 Market Ave,Munich,,DE,Galleria Retail Trust,Gross,144,EUR,3.0,1 x 5 yr at 95% FMV,288,SQM,"18,000",12.06.2005,2017-06-12,"78,400",EXPIRED
LSE-1066,0,MER-RTL-DE-0066,Munich Mall Store,RETAIL,225 Market Ave,Munich,,DE,Galleria Retail Trust,Gross,144,EUR,3.0,1 x 5 yr at 95% FMV,288,SQM,"18,000",12.06.2017,2031-09-27,"92,120",SUPERSEDED
LSE-1066,1,MER-RTL-DE-0066,Munich Mall Store,RETAIL,225 Market Ave,Munich,,DE,Galleria Retail Trust,Gross,144,EUR,3.0,1 x 5 yr at 95% FMV,288,SQM,"18,000",12.06.2017,2031-09-27,"98,000",ACTIVE
LSE-5067,0,MER-RTL-FR-0067,Riverside Galleria,RETAIL,250 Harbor Rd,Paris,,FR,Pacific Crown Estates,NNN,60,EUR,3.0,2 x 5 yr at FMV,297,SQM,"14,000",13.07.2013,2018-07-13,"61,600",EXPIRED
LSE-1067,0,MER-RTL-FR-0067,Riverside Galleria,RETAIL,250 Harbor Rd,Paris,,FR,Pacific Crown Estates,NNN,60,EUR,3.0,2 x 5 yr at FMV,297,SQM,"14,000",13.07.2018,2031-10-20,"77,000",SUPERSEDED
LSE-1067,1,MER-RTL-FR-0067,Riverside Galleria,RETAIL,250 Harbor Rd,Paris,,FR,Pacific Crown Estates,NNN,60,EUR,3.0,2 x 5 yr at FMV,297,SQM,"14,000",13.07.2018,2031-10-20,"77,000",ACTIVE
LSE-5068,0,MER-RTL-NL-0068,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Northbridge Logistics Park,Modified Gross,120,EUR,2.5,1 x 5 yr at 95% FMV,307,SQM,"21,000",14.08.2009,2019-08-14,"83,200",EXPIRED
LSE-1068,0,MER-RTL-NL-0068,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Northbridge Logistics Park,Modified Gross,120,EUR,2.5,1 x 5 yr at 95% FMV,307,SQM,"21,000",14.08.2019,2031-11-12,"97,760",SUPERSEDED
LSE-1068,1,MER-RTL-NL-0068,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Northbridge Logistics Park,Modified Gross,120,EUR,2.5,1 x 5 yr at 95% FMV,307,SQM,"21,000",14.08.2019,2031-11-12,"104,000",SUPERSEDED
LSE-1068,2,MER-RTL-NL-0068,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Northbridge Logistics Park,Modified Gross,120,EUR,2.5,1 x 5 yr at 95% FMV,307,SQM,"21,000",14.08.2019,2031-11-12,"104,000",ACTIVE
LSE-1069,0,MER-RTL-CN-0069,Shanghai Flagship Store,RETAIL,300 Harbor Rd,Shanghai,,CN,Brookline Property Trust,Gross,144,CNY,2.5,none,316,SQM,"14,000",15.09.2020,2031-12-05,"105,000",ACTIVE
LSE-1070,0,MER-RTL-JP-0070,Osaka Mall Store,RETAIL,325 Station Blvd,Osaka,,JP,Stellar Urban Holdings,Modified Gross,120,JPY,3.0,3 x 3 yr fixed,325,SQM,"17,000",2021-10-16,2031-12-28,"84,600",SUPERSEDED
LSE-1070,1,MER-RTL-JP-0070,Osaka Mall Store,RETAIL,325 Station Blvd,Osaka,,JP,Stellar Urban Holdings,Modified Gross,120,JPY,3.0,3 x 3 yr fixed,325,SQM,"17,000",2021-10-16,2031-12-28,"90,000",ACTIVE
LSE-1071,0,MER-RTL-AU-0071,Sydney Center Store,RETAIL,350 Station Blvd,Sydney,,AU,Stellar Urban Holdings,Gross,144,USD,3.0,1 x 5 yr at 95% FMV,334,SQM,"14,000",2022-11-17,2032-01-20,"95,000",SUPERSEDED
LSE-1071,1,MER-RTL-AU-0071,Sydney Center Store,RETAIL,350 Station Blvd,Sydney,,AU,Stellar Urban Holdings,Gross,144,USD,3.0,1 x 5 yr at 95% FMV,334,SQM,"14,000",2022-11-17,2032-01-20,"95,000",ACTIVE
LSE-1072,0,MER-RTL-US-0072,San Diego Galleria Store,RETAIL,375 Station Blvd,San Diego,CA,US,Eurolog Property B.V.,Gross,120,USD,2.5,3 x 3 yr fixed,"3,700",SF,"14,000",2023-12-18,2032-02-12,"84,600",SUPERSEDED
LSE-1072,1,MER-RTL-US-0072,San Diego Galleria Store,RETAIL,375 Station Blvd,San Diego,CA,US,Eurolog Property B.V.,Gross,120,USD,2.5,3 x 3 yr fixed,"3,700",SF,"14,000",2023-12-18,2032-02-12,"90,000",SUPERSEDED
LSE-1072,2,MER-RTL-US-0072,San Diego Galleria Store,RETAIL,375 Station Blvd,San Diego,CA,US,Eurolog Property B.V.,Gross,120,USD,2.5,3 x 3 yr fixed,"3,700",SF,"14,000",2023-12-18,2032-02-12,"90,000",ACTIVE
LSE-5073,0,MER-RTL-US-0073,Austin Flagship Store,RETAIL,100 Main St,Austin,TX,US,Sakura Estate KK,Modified Gross,120,USD,2.0,3 x 3 yr fixed,"3,800",SF,"17,000",2006-01-19,2016-01-19,"75,200",EXPIRED
LSE-1073,0,MER-RTL-US-0073,Austin Flagship Store,RETAIL,100 Main St,Austin,TX,US,Sakura Estate KK,Modified Gross,120,USD,2.0,3 x 3 yr fixed,"3,800",SF,"17,000",2016-01-19,2032-03-06,"94,000",ACTIVE
LSE-5074,0,MER-RTL-US-0074,Denver Mall Store,RETAIL,125 Main St,Denver,CO,US,Pacific Crown Estates,Modified Gross,144,USD,2.0,2 x 5 yr at FMV,"3,900",SF,"14,000",2005-02-20,2017-02-20,"97,600",EXPIRED
LSE-1074,0,MER-RTL-US-0074,Denver Mall Store,RETAIL,125 Main St,Denver,CO,US,Pacific Crown Estates,Modified Gross,144,USD,2.0,2 x 5 yr at FMV,"3,900",SF,"14,000",2017-02-20,2032-03-29,"114,680",SUPERSEDED
LSE-1074,1,MER-RTL-US-0074,Denver Mall Store,RETAIL,125 Main St,Denver,CO,US,Pacific Crown Estates,Modified Gross,144,USD,2.0,2 x 5 yr at FMV,"3,900",SF,"14,000",2017-02-20,2032-03-29,"122,000",ACTIVE
LSE-5075,0,MER-RTL-US-0075,Seattle Center Store,RETAIL,150 Main St,Seattle,WA,US,Sakura Estate KK,Gross,120,USD,3.0,2 x 5 yr at FMV,"4,000",SF,"11,000",2008-03-21,2018-03-21,"79,200",EXPIRED
LSE-1075,0,MER-RTL-US-0075,Seattle Center Store,RETAIL,150 Main St,Seattle,WA,US,Sakura Estate KK,Gross,120,USD,3.0,2 x 5 yr at FMV,"4,000",SF,"11,000",2018-03-21,2032-04-21,"99,000",SUPERSEDED
LSE-1075,1,MER-RTL-US-0075,Seattle Center Store,RETAIL,150 Main St,Seattle,WA,US,Sakura Estate KK,Gross,120,USD,3.0,2 x 5 yr at FMV,"4,000",SF,"11,000",2018-03-21,2032-04-21,"99,000",ACTIVE
LSE-5076,0,MER-RTL-CA-0076,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Carraway REIT LP,NNN,120,USD,2.0,3 x 3 yr fixed,"4,100",SF,"25,000",2009-04-22,2019-04-22,"89,600",EXPIRED
LSE-1076,0,MER-RTL-CA-0076,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Carraway REIT LP,NNN,120,USD,2.0,3 x 3 yr fixed,"4,100",SF,"25,000",2019-04-22,2032-05-14,"105,280",SUPERSEDED
LSE-1076,1,MER-RTL-CA-0076,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Carraway REIT LP,NNN,120,USD,2.0,3 x 3 yr fixed,"4,100",SF,"25,000",2019-04-22,2032-05-14,"112,000",SUPERSEDED
LSE-1076,2,MER-RTL-CA-0076,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Carraway REIT LP,NNN,120,USD,2.0,3 x 3 yr fixed,"4,100",SF,"25,000",2019-04-22,2032-05-14,"112,000",ACTIVE
LSE-5077,0,MER-RTL-GB-0077,London Flagship Store,RETAIL,200 Market Ave,London,,GB,Galleria Retail Trust,Modified Gross,144,GBP,2.5,2 x 5 yr at FMV,390,,"14,000",23.05.2008,2020-05-23,"104,000",EXPIRED
LSE-1077,0,MER-RTL-GB-0077,London Flagship Store,RETAIL,200 Market Ave,London,,GB,Galleria Retail Trust,Modified Gross,144,GBP,2.5,2 x 5 yr at FMV,390,,"14,000",23.05.2020,2032-06-06,"130,000",ACTIVE
LSE-1078,0,MER-RTL-DE-0078,Munich Mall Store,RETAIL,225 Market Ave,Munich,,DE,Stellar Urban Holdings,Gross,144,EUR,3.0,none,399,SQM,"19,000",24.06.2021,2032-06-29,"115,620",SUPERSEDED
LSE-1078,1,MER-RTL-DE-0078,Munich Mall Store,RETAIL,225 Market Ave,Munich,,DE,Stellar Urban Holdings,Gross,144,EUR,3.0,none,399,SQM,"19,000",24.06.2021,2032-06-29,"123,000",ACTIVE
LSE-1079,0,MER-RTL-FR-0079,Paris Center Store,RETAIL,250 Harbor Rd,Paris,,FR,Brookline Property Trust,Gross,60,EUR,2.0,3 x 3 yr fixed,409,SQM,"25,000",25.07.2022,2032-07-22,"121,000",SUPERSEDED
LSE-1079,1,MER-RTL-FR-0079,Paris Center Store,RETAIL,250 Harbor Rd,Paris,,FR,Brookline Property Trust,Gross,60,EUR,2.0,3 x 3 yr fixed,409,SQM,"25,000",25.07.2022,2032-07-22,"121,000",ACTIVE
LSE-1080,0,MER-RTL-NL-0080,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Stellar Urban Holdings,Gross,60,EUR,3.0,2 x 5 yr at FMV,418,SQM,"14,000",26.08.2023,2032-08-14,"125,960",SUPERSEDED
LSE-1080,1,MER-RTL-NL-0080,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Stellar Urban Holdings,Gross,60,EUR,3.0,2 x 5 yr at FMV,418,SQM,"14,000",26.08.2023,2032-08-14,"134,000",SUPERSEDED
LSE-1080,2,MER-RTL-NL-0080,Tilburg Galleria Store,RETAIL,275 Harbor Rd,Tilburg,,NL,Stellar Urban Holdings,Gross,60,EUR,3.0,2 x 5 yr at FMV,418,SQM,"14,000",26.08.2023,2032-08-14,"134,000",ACTIVE
LSE-1081,0,MER-RTL-CN-0081,Shanghai Flagship Store,RETAIL,300 Harbor Rd,Shanghai,,CN,Cornerstone CRE Fund II,NNN,144,CNY,3.0,2 x 5 yr at FMV,427,SQM,"30,000",27.09.2016,2032-09-06,"146,000",ACTIVE
LSE-5082,0,MER-RTL-JP-0082,Osaka Mall Store,RETAIL,325 Station Blvd,Osaka,,JP,Carraway REIT LP,Gross,60,JPY,2.0,2 x 5 yr at FMV,437,SQM,"20,000",2012-10-01,2017-10-01,"104,800",EXPIRED
LSE-1082,0,MER-RTL-JP-0082,Osaka Mall Store,RETAIL,325 Station Blvd,Osaka,,JP,Carraway REIT LP,Gross,60,JPY,2.0,2 x 5 yr at FMV,437,SQM,"20,000",2017-10-01,2032-09-29,"123,140",SUPERSEDED
LSE-1082,1,MER-RTL-JP-0082,Osaka Mall Store,RETAIL,325 Station Blvd,Osaka,,JP,Carraway REIT LP,Gross,60,JPY,2.0,2 x 5 yr at FMV,437,SQM,"20,000",2017-10-01,2032-09-29,"131,000",ACTIVE
LSE-5083,0,MER-RTL-AU-0083,Sydney Center Store  ,RETAIL,350 Station Blvd,Sydney,,AU,Meridian Plaza Owners LLC,Gross,144,USD,3.0,1 x 5 yr at 95% FMV,446,SQM,"14,000",2006-11-02,2018-11-02,"107,200",EXPIRED
LSE-1083,0,MER-RTL-AU-0083,Sydney Center Store  ,RETAIL,350 Station Blvd,Sydney,,AU,Meridian Plaza Owners LLC,Gross,144,USD,3.0,1 x 5 yr at 95% FMV,446,SQM,"14,000",2018-11-02,2032-10-22,"134,000",SUPERSEDED
LSE-1083,1,MER-RTL-AU-0083,Sydney Center Store  ,RETAIL,350 Station Blvd,Sydney,,AU,Meridian Plaza Owners LLC,Gross,144,USD,3.0,1 x 5 yr at 95% FMV,446,SQM,"14,000",2018-11-02,2032-10-22,"134,000",ACTIVE
LSE-5084,0,MER-RTL-US-0084,Chicago Galleria Store,RETAIL,375 Station Blvd,Chicago,IL,US,Northbridge Logistics Park,Gross,60,USD,2.5,none,"4,900",SF,"30,000",2014-12-03,2019-12-03,"113,600",EXPIRED
LSE-1084,0,MER-RTL-US-0084,Chicago Galleria Store,RETAIL,375 Station Blvd,Chicago,IL,US,Northbridge Logistics Park,Gross,60,USD,2.5,none,"4,900",SF,"30,000",2019-12-03,2032-11-14,"133,480",SUPERSEDED
LSE-1084,1,MER-RTL-US-0084,Chicago Galleria Store,RETAIL,375 Station Blvd,Chicago,IL,US,Northbridge Logistics Park,Gross,60,USD,2.5,none,"4,900",SF,"30,000",2019-12-03,2032-11-14,"142,000",SUPERSEDED
LSE-1084,2,MER-RTL-US-0084,Chicago Galleria Store,RETAIL,375 Station Blvd,Chicago,IL,US,Northbridge Logistics Park,Gross,60,USD,2.5,none,"4,900",SF,"30,000",2019-12-03,2032-11-14,"142,000",ACTIVE
LSE-5085,0,MER-RTL-US-0085,Boston Flagship Store,RETAIL,100 Main St,Boston,MA,US,Pacific Crown Estates,Modified Gross,144,USD,2.0,3 x 3 yr fixed,"2,200",SF,"12,000",2008-01-04,2020-01-04,"48,800",TERMINATED
LSE-1085,0,MER-RTL-US-0085,Boston Flagship Store,RETAIL,100 Main St,Boston,MA,US,Pacific Crown Estates,Modified Gross,144,USD,2.0,3 x 3 yr fixed,"2,200",SF,"12,000",2020-01-04,2032-12-07,"61,000",ACTIVE
LSE-5086,0,MER-RTL-US-0086,Miami Mall Store,RETAIL,125 Main St,Miami,FL,US,Harbour City Holdings,Gross,60,USD,2.0,3 x 3 yr fixed,"2,300",SF,"9,000",2016-02-06,2021-02-05,"48,800",EXPIRED
LSE-1086,0,MER-RTL-US-0086,Miami Mall Store,RETAIL,125 Main St,Miami,FL,US,Harbour City Holdings,Gross,60,USD,2.0,3 x 3 yr fixed,"2,300",SF,"9,000",2021-02-05,2032-12-30,"57,340",SUPERSEDED
LSE-1086,1,MER-RTL-US-0086,Miami Mall Store,RETAIL,125 Main St,Miami,FL,US,Harbour City Holdings,Gross,60,USD,2.0,3 x 3 yr fixed,"2,300",SF,"9,000",2021-02-05,2032-12-30,"61,000",ACTIVE
LSE-1087,0,MER-RTL-US-0087,Portland Center Store,RETAIL,150 Main St,Portland,OR,US,Galleria Retail Trust,Modified Gross,120,USD,2.0,none,"2,400",SF,"7,000",2022-03-06,2033-01-22,"59,000",SUPERSEDED
LSE-1087,1,MER-RTL-US-0087,Portland Center Store,RETAIL,150 Main St,Portland,OR,US,Galleria Retail Trust,Modified Gross,120,USD,2.0,none,"2,400",SF,"7,000",2022-03-06,2033-01-22,"59,000",ACTIVE
