PO_NUMBER,PO_LINE_ITEM,DOC_TYPE,PO_DATE,VENDOR_ID,SUPPLIER_NAME,MATERIAL_NUMBER,SHORT_TEXT,ORDER_QTY,ORDER_UOM,NET_PRICE,PRICE_UNIT,CURRENCY,NET_VALUE_USD,INCOTERMS,INCOTERMS_LOCATION,PLANT_CODE,DELIVERY_DATE,PURCH_GROUP,PO_STATUS
4500087590,00010,ZNB,2025-12-15,0000105554,Dongguan Rixin Microsystems Industrial Corp.,MRO-GEN-0714,maintenance supply item 14,16276,EA,"97,344.00",100,TWD,"495,115.92",DDP,CNXMN,MER-DC-GB-01,2026-02-15,P101,OPEN
4500087593,00010,NB,2025-12-20,0000119528,Pingtung Precision Joint Stock Company,CMP-ENC-0214,machined housing 115,13771,EA,"8,760.00",1000,USD,"120,633.96",DAP,TWTPE,MER-DC-MX-01,2026-02-21,P104,CLOSED
4500087593,00020,NB,2025-12-20,0000119528,Pingtung Precision Joint Stock Company,CMP-ENC-0414,machined housing 315,10608,PC,716.00,100,USD,"75,953.28",DAP,TWTPE,MER-DC-SG-01,2026-02-21,P104,OPEN
4500087595,00010,NB,2025-12-25,0000107883,Sendai Components Inc.,CMP-CAM-0470,camera module 371,6357,PC,"1,837.00",100,USD,"116,778.09",DAP,JPNGO,MER-DC-SG-01,2026-02-27,P100,OPEN
4500087595,00020,NB,2025-12-25,0000107883,Sendai Components Inc.,CMP-CAM-0269,camera module 170,2719,EA,"15,580.00",1000,USD,"42,362.02",DAP,JPNGO,MER-3PL-US-01,2026-02-27,P100,OPEN
4500087601,00010,NB,2025-12-30,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,3,KPC,32.00,10,TWD,USD 300.00,EXW,TWKHH,MER-3PL-US-01,2026-03-05,P106,OPEN
4500087609,00010,NB,2026-01-04,0000113089,"Taoyuan Electronics Industry Co., Ltd.",CMP-DSP-0195,OLED display module 096,3098,EA,355.18,1,CNY,"152,824.34",CIF,CNYTN,MER-3PL-PL-02,2026-03-11,P103,OPEN
4500087616,00010,NB,2026-01-09,0000106239,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0145,flex ribbon cable 046,991,EA,218.00,100,USD,"2,160.38",EXW,TWKHH,MER-3PL-MY-03,2026-03-17,P107,OPEN
4500087616,00020,NB,2026-01-09,0000106239,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0345,flex ribbon cable 246,16436,PC,"1,820.00",1000,USD,"29,913.52",EXW,TWKHH,MER-DC-US-01,2026-03-17,P107,CLOSED
4500087618,00010,NB,2026-01-14,0000125556,"Shaoxing Display Industry Co., Ltd.",CMP-BAT-0402,Li-ion battery pack 303,16699,EA,"12,600.00",1000,USD,"USD 210,407.40",FOB,TWKHH,MER-DC-US-01,2026-03-23,P104,CLOSED
4500087618,00020,NB,2026-01-14,0000125556,"Shaoxing Display Industry Co., Ltd.",CMP-BAT-0402,Li-ion battery pack 303,16699,EA,"12,600.00",1000,USD,"210,407.40",FOB,TWKHH,MER-DC-US-02,2026-03-23,P104,CLOSED
4500087618,00030,NB,2026-01-14,0000125556,"Shaoxing Display Industry Co., Ltd.",CMP-BAT-0402,Li-ion battery pack 303,11286,EA,126.00,10,USD,"USD 142,203.60",FOB,TWKHH,MER-DC-US-03,2026-03-23,P104,CLOSED
4500087618,00040,NB,2026-01-14,0000125556,"Shaoxing Display Industry Co., Ltd.",CMP-BAT-0202,Li-ion battery pack 095,12226,EA,833.00,100,USD,"101,842.58",FOB,TWKHH,MER-DC-US-04,2026-03-23,P104,CLOSED
4500087625,00010,ZNB,2026-01-19,0000109390,Nara Tooling Corporation,CMP-PCB-0116,main logic board assembly 017,16148,EA,"13,402.85",1,JPY,"1,396,317.56",CIF,TWTPE,MER-DC-US-02,2026-03-29,P103,CANCELLED
4500087625,00020,ZNB,2026-01-19,0000109390,Nara Tooling Corporation,CMP-PCB-0316,main logic board assembly 217 - expedite,17856,EA,"642,165.00",100,JPY,"USD 739,774.08",CIF,TWTPE,MER-DC-US-03,2026-03-29,P103,CANCELLED
4500087625,00030,ZNB,2026-01-19,0000109390,Nara Tooling Corporation,CMP-PCB-0316,main logic board assembly 217,17856,EA,"642,165.00",100,JPY,"USD 739,774.08",CIF,TWTPE,MER-DC-US-04,2026-03-29,P103,CANCELLED
4500087633,00010,NB,2026-01-24,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0406,machined housing 307,18301,PC,42.00,10,USD,"76,864.20",DDP,KRPUS,MER-DC-US-03,2026-02-23,P101,OPEN
4500087640,00010,NB,2026-01-29,0000116651,Binh Duong Energy Inc.,MRO-GEN-0703,maintenance supply item 03,5811,EA,184.73,1,USD,"1,073,466.03",DDP,TWKHH,MER-DC-US-04,2026-03-01,P103,CANCELLED
4500087640,00020,NB,2026-01-29,0000116651,Binh Duong Energy Inc.,CMP-CAM-0197,camera module 098,11779,EA,"38,060.00",1000,USD,"448,308.74",DDP,TWKHH,MER-DC-US-05,2026-03-01,P103,CLOSED
4500087642,00010,NB,2026-02-03,0000107061,Tainan Metalworks Industrial Corp.,CMP-FST-0407,torx screw 308,2466,EA,2.90,10,USD,715.14,FCA,TWTPE,MER-DC-US-05,2026-03-07,P105,CANCELLED
4500087649,00010,NB,2026-02-08,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0499,Li-ion battery pack 400,3758,EA,47.09,1,CNY,"USD 24,577.32",CIF,CNYTN,MER-DC-US-06,2026-03-13,P106,OPEN
4500087649,00020,NB,2026-02-08,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0298,Li-ion battery pack 199,10279,EA,"12,530.00",1000,USD,"USD 128,795.87",CIF,CNYTN,MER-DC-NL-01,2026-03-13,P106,CLOSED
4500087654,00010,NB,2026-02-13,0000111445,Dalian Crest Electronics Industrial Corp.,CMP-FST-0472,torx screw 373,2,KPC,"3,200.00",1000,TWD,200.00,DAP,JPNGO,MER-DC-NL-01,2026-03-19,P101,OPEN
4500087654,00020,NB,2026-02-13,0000111445,Dalian Crest Electronics Industrial Corp.,CMP-FST-0271,torx screw 172,19481,EA,9.60,1,TWD,"5,844.30",DAP,JPNGO,MER-DC-DE-01,2026-03-19,P101,OPEN
4500087654,00030,NB,2026-02-13,0000111445,Dalian Crest Electronics Industrial Corp.,CMP-FST-0271,torx screw 172,19481,EA,9.60,1,TWD,"USD 5,844.30",DAP,JPNGO,MER-DC-CN-01,2026-03-19,P101,OPEN
4500087661,00010,NB,2026-02-18,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0114,Li-ion battery pack 015,4871,EA,"5,212.80",100,CNY,"USD 35,266.04",FCA,TWTPE,MER-DC-DE-01,2026-03-25,P106,CLOSED
4500087669,00010,ZNB,2026-02-23,0000121583,"Hanoi Lotus Energy Co., Ltd.",CMP-CBL-0369,flex ribbon cable 270 - expedite,13498,EA,126.00,100,USD,"17,007.48",CIF,JPNGO,MER-DC-CN-01,2026-03-31,P104,CLOSED
4500087669,00020,ZNB,2026-02-23,0000121583,"Hanoi Lotus Energy Co., Ltd.",CMP-CBL-0169,flex ribbon cable 070,1003,EA,2.46,1,USD,"USD 2,467.38",CIF,JPNGO,MER-DC-CN-02,2026-03-31,P104,CANCELLED
4500087676,00010,NB,2026-02-28,0000108294,Foshan Ridge Polymer Corporation,CMP-PCB-0300,main logic board assembly 201 - expedite,17381,EA,"583,265.00",100,JPY,"USD 654,047.03",CIF,TWTPE,MER-DC-CN-02,2026-04-06,P106,CANCELLED
4500087679,00010,NB,2026-03-05,0000105006,Kunshan Polymer Corporation,CMP-PCB-0453,main logic board assembly 354,18376,EA,37.54,1,USD,"689,835.04",DDP,TWKHH,MER-DC-JP-01,2026-04-12,P100,OPEN
4500087679,00020,NB,2026-03-05,0000105006,Kunshan Polymer Corporation,CMP-PCB-0252,main logic board assembly 153,7549,PC,320.80,10,USD,"242,171.92",DDP,TWKHH,MER-DC-GB-01,2026-04-12,P100,OPEN
4500087679,00030,NB,2026-03-05,0000105006,Kunshan Polymer Corporation,CMP-PCB-0453,main logic board assembly 354 - expedite,2758,EA,37.54,1,USD,"USD 103,535.32",DDP,TWKHH,MER-DC-MX-01,2026-04-12,P100,OPEN
4500087679,00040,NB,2026-03-05,0000105006,Kunshan Polymer Corporation,CMP-PCB-0252,main logic board assembly 153 - expedite,9256,EA,32.08,1,USD,"296,932.48",DDP,TWKHH,MER-DC-SG-01,2026-04-12,P100,OPEN
4500087684,00010,NB,2026-03-10,0000114322,Gumi Tooling Industrial Corp.,CMP-ADH-0288,structural adhesive 189,9301,EA,"153,920.00",1000,TWD,"44,737.81",FCA,CNYTN,MER-DC-GB-01,2026-04-18,P105,OPEN
4500087684,00020,NB,2026-03-10,0000114322,Gumi Tooling Industrial Corp.,CMP-ADH-0489,structural adhesive 390,51,KPC,"78,400.00",1000,TWD,"124,950.00",FCA,CNYTN,MER-DC-MX-01,2026-04-18,P105,OPEN
4500087684,00030,NB,2026-03-10,0000114322,Gumi Tooling Industrial Corp.,CMP-ADH-0288,structural adhesive 189,16918,EA,"15,392.00",100,TWD,"81,375.58",FCA,CNYTN,MER-DC-SG-01,2026-04-18,P105,OPEN
4500087687,00010,NB,2026-03-15,0000106513,"Gumi Electronics Industry Co., Ltd.",CMP-DSP-0299,OLED display module 200 - expedite,11,KPC,"524,016.00",1000,CNY,"800,580.00",DAP,VNSGN,MER-DC-MX-01,2026-04-24,P103,OPEN
4500087687,00020,NB,2026-03-15,0000106513,"Gumi Electronics Industry Co., Ltd.",CMP-DSP-0299,OLED display module 200,43,KPC,"524,016.00",1000,CNY,"3,129,540.00",DAP,VNSGN,MER-DC-SG-01,2026-04-24,P103,OPEN
4500087693,00010,NB,2026-03-20,0000128433,"Kunshan Metalworks Industry Co., Ltd.",CMP-DSP-0219,OLED display module 120,18397,EA,"523,224.00",1000,CNY,"USD 1,336,909.99",DDP,CNXMN,MER-DC-SG-01,2026-04-30,P101,OPEN
4500087700,00010,NB,2026-03-25,0000110075,Chiayi Energy Inc.,CMP-CAM-0301,camera module 194,17744,PC,"3,046.00",100,USD,"540,482.24",CIF,VNSGN,MER-3PL-US-01,2026-05-06,P102,OPEN
4500087700,00020,NB,2026-03-25,0000110075,Chiayi Energy Inc.,CMP-CAM-0502,camera module 403,18296,EA,331.90,10,USD,"607,244.24",CIF,VNSGN,MER-3PL-PL-02,2026-05-06,P102,OPEN
4500087700,00030,NB,2026-03-25,0000110075,Chiayi Energy Inc.,CMP-CAM-0101,camera module 002,11896,EA,"13,130.00",1000,USD,"156,194.48",CIF,VNSGN,MER-3PL-MY-03,2026-05-06,P102,OPEN
4500087700,00040,NB,2026-03-25,0000110075,Chiayi Energy Inc.,CMP-CAM-0101,camera module 002,11896,EA,"13,130.00",1000,USD,"156,194.48",CIF,VNSGN,MER-DC-US-01,2026-05-06,P102,OPEN
4500087703,00010,ZNB,2026-03-30,0000105417,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0283,OLED display module 176,1917,EA,"47,692.80",100,CNY,"126,982.08",FOB,KRPUS,MER-3PL-PL-02,2026-05-12,P104,OPEN
4500087703,00020,ZNB,2026-03-30,0000105417,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0484,OLED display module 385,11,KPC,"21,945.60",100,CNY,"335,280.00",FOB,KRPUS,MER-3PL-MY-03,2026-05-12,P104,OPEN
4500087703,00030,ZNB,2026-03-30,0000105417,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0283,OLED display module 176,3383,EA,"47,692.80",100,CNY,"224,089.92",FOB,KRPUS,MER-DC-US-01,2026-05-12,P104,OPEN
4500087710,00010,NB,2026-04-04,0000118432,Zhongshan Optics Joint Stock Company,CMP-ENC-0398,machined housing 299,17452,EA,98.40,10,USD,"USD 171,727.68",FOB,CNXMN,MER-3PL-MY-03,2026-05-18,P100,OPEN
4500087715,00010,NB,2026-04-09,0000107609,"Zhuhai Coral Acoustics Industry Co., Ltd.",CMP-DSP-0315,OLED display module 216,18726,EA,"2,474.64",10,CNY,"USD 643,612.62",FOB,TWKHH,MER-DC-US-01,2026-05-24,P103,OPEN
4500087715,00020,NB,2026-04-09,0000107609,"Zhuhai Coral Acoustics Industry Co., Ltd.",CMP-DSP-0516,OLED display module 417,36,KPC,"59,522.40",100,CNY,"2,976,120.00",FOB,TWKHH,MER-DC-US-02,2026-05-24,P103,OPEN
4500087719,00010,NB,2026-04-14,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276,14366,EA,14.00,100,USD,"2,011.24",DAP,CNYTN,MER-DC-US-02,2026-05-30,P101,OPEN
4500087719,00020,NB,2026-04-14,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068 - expedite,12519,EA,"3,200.00",1000,TWD,"1,251.90",DAP,CNYTN,MER-DC-US-03,2026-05-30,P101,OPEN
4500087719,00030,NB,2026-04-14,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276,8914,EA,14.00,100,USD,"USD 1,247.96",DAP,CNYTN,MER-DC-US-04,2026-05-30,P101,OPEN
4500087719,00040,NB,2026-04-14,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,19512,EA,10.00,100,USD,"USD 1,951.20",DAP,CNYTN,MER-DC-US-05,2026-05-30,P101,OPEN
4500087727,00010,NB,2026-04-19,0000112404,"YILAN DISPLAY INDUSTRY CO., LTD.",CMP-BAT-0210,Li-ion battery pack 111,14089,EA,"111,816.00",1000,CNY,"218,802.17",FCA,VNSGN,MER-DC-US-03,2026-06-05,P102,OPEN
4500087732,00010,NB,2026-04-24,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0469,main logic board assembly 370,14912,EA,"9,002,400.00",1000,JPY,"866,088.96",DDP,CNSHA,MER-DC-US-04,2026-06-11,P101,OPEN
4500087732,00020,NB,2026-04-24,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0268,main logic board assembly 169,7061,EA,"9,248,850.00",1000,JPY,"421,329.87",DDP,CNSHA,MER-DC-US-05,2026-06-11,P101,OPEN
4500087732,00030,NB,2026-04-24,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0469,main logic board assembly 370,13197,EA,"9,002,400.00",1000,JPY,"USD 766,481.76",DDP,CNSHA,MER-DC-US-06,2026-06-11,P101,OPEN
4500087732,00040,NB,2026-04-24,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0268,main logic board assembly 169 - expedite,13948,PC,"9,248.85",1,JPY,"USD 832,277.16",DDP,CNSHA,MER-DC-NL-01,2026-06-11,P101,OPEN
4500087740,00010,NB,2026-04-29,0000124049,"Taichung Acoustics Industry Co., Ltd.",CMP-DSP-0155,OLED display module 056,16321,EA,53.83,1,USD,"878,559.43",DDP,CNXMN,MER-DC-US-05,2026-06-17,P106,OPEN
4500087740,00020,NB,2026-04-29,0000124049,"Taichung Acoustics Industry Co., Ltd.",CMP-DSP-0355,OLED display module 248,28,KPC,35.17,1,USD,"984,760.00",DDP,CNXMN,MER-DC-US-06,2026-06-17,P106,OPEN
4500087744,00010,ZNB,2026-05-04,0000108979,Hefei Summit Circuit Inc.,CMP-CAM-0486,camera module 387 - expedite,18158,PC,"2,269.00",100,USD,"412,005.02",CIF,VNSGN,MER-DC-US-06,2026-06-23,P105,OPEN
4500087744,00020,ZNB,2026-05-04,0000108979,Hefei Summit Circuit Inc.,CMP-CAM-0285,camera module 186,10291,EA,"23,210.00",1000,USD,"238,854.11",CIF,VNSGN,MER-DC-NL-01,2026-06-23,P105,OPEN
4500087746,00010,NB,2026-05-09,0000105143,"Volta Energy Co., Ltd.",CMP-CBL-0329,flex ribbon cable 230,18181,EA,241.00,100,USD,"43,816.21",FOB,TWKHH,MER-DC-NL-01,2026-06-29,P104,OPEN
4500087746,00020,NB,2026-05-09,0000105143,"Volta Energy Co., Ltd.",MRO-GEN-0707,maintenance supply item 07,15711,EA,"256,350.00",1000,USD,"4,027,514.85",FOB,TWKHH,MER-DC-DE-01,2026-06-29,P104,OPEN
4500087746,00030,NB,2026-05-09,0000105143,"Volta Energy Co., Ltd.",CMP-BAT-0118,Li-ion battery pack 4500mAh - expedite,15456,EA,9.40,1,USD,"145,286.40",FOB,TWKHH,MER-DC-CN-01,2026-06-29,P104,OPEN
4500087748,00010,NB,2026-05-14,0000115692,"Sendai Display Industry Co., Ltd.",CMP-BAT-0459,Li-ion battery pack 360,7698,PC,"83,016.00",1000,CNY,"USD 88,757.94",FOB,TWKHH,MER-DC-DE-01,2026-07-05,P100,OPEN
4500087748,00020,NB,2026-05-14,0000115692,"Sendai Display Industry Co., Ltd.",CMP-BAT-0258,Li-ion battery pack 159,15396,EA,"81,216.00",1000,CNY,"173,666.88",FOB,TWKHH,MER-DC-CN-01,2026-07-05,P100,OPEN
4500087748,00030,NB,2026-05-14,0000115692,"Sendai Display Industry Co., Ltd.",CMP-BAT-0459,Li-ion battery pack 360,14712,PC,83.02,1,CNY,"USD 169,629.36",FOB,TWKHH,MER-DC-CN-02,2026-07-05,P100,OPEN
4500087748,00040,NB,2026-05-14,0000115692,"Sendai Display Industry Co., Ltd.",CMP-BAT-0459,Li-ion battery pack 360 - expedite,14712,PC,83.02,1,CNY,"169,629.36",FOB,TWKHH,MER-DC-JP-01,2026-07-05,P100,OPEN
4500087755,00010,NB,2026-05-19,0000106924,"Wuxi Crane Optics Industry Co., Ltd.",CMP-BAT-0130,Li-ion battery pack 023,10163,EA,892.08,10,CNY,"125,919.57",CIF,JPNGO,MER-DC-CN-01,2026-07-11,P108,OPEN
4500087755,00020,NB,2026-05-19,0000106924,"Wuxi Crane Optics Industry Co., Ltd.",CMP-BAT-0330,Li-ion battery pack 231,17416,EA,81.14,1,CNY,"196,278.32",CIF,JPNGO,MER-DC-CN-02,2026-07-11,P108,OPEN
4500087757,00010,NB,2026-05-24,0000134461,Fukuoka Electronics Industrial Corp.,CMP-DSP-0468,OLED display module 369,59,KPC,"1,161,920.00",1000,TWD,"2,142,290.00",FCA,CNYTN,MER-DC-CN-02,2026-07-17,P102,OPEN
4500087759,00010,NB,2026-05-29,110897,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0163,OLED display module 064,16,KPC,"43,387.20",100,CNY,"964,160.00",DDP,CNSHA,MER-DC-JP-01,2026-07-23,P102,OPEN
4500087759,00020,NB,2026-05-29,110897,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0363,OLED display module 264,37,KPC,"4,004.64",10,CNY,"USD 2,057,940.00",DDP,CNSHA,MER-DC-GB-01,2026-07-23,P102,OPEN
4500087762,00010,NB,2024-06-03,0000105691,Hsinchu Circuit Inc.,CMP-CAM-0437,camera module 338,10037,EA,389.90,10,USD,"391,342.63",CIF,JPNGO,MER-DC-GB-01,2024-07-29,P100,CLOSED
4500087762,00020,NB,2024-06-03,0000105691,Hsinchu Circuit Inc.,CMP-CAM-0237,camera module 138 - expedite,14586,EA,"1,305.00",100,USD,"190,347.30",CIF,JPNGO,MER-DC-MX-01,2024-07-29,P100,OPEN
4500087762,00030,NB,2024-06-03,0000105691,Hsinchu Circuit Inc.,CMP-CAM-0437,camera module 338,17681,EA,38.99,1,USD,"USD 689,382.19",CIF,JPNGO,MER-DC-SG-01,2024-07-29,P100,CANCELLED
4500087762,00040,NB,2024-06-03,0000105691,Hsinchu Circuit Inc.,CMP-CAM-0237,camera module 138,7071,EA,"13,050.00",1000,USD,"USD 92,276.55",CIF,JPNGO,MER-3PL-US-01,2024-07-29,P100,CLOSED
4500087765,00010,ZNB,2024-06-08,0000120350,Hailong Microsystems Corporation,CMP-PCB-0276,main logic board assembly 177,7944,EA,"781,355.00",100,JPY,"USD 400,457.04",CIF,VNSGN,MER-DC-MX-01,2024-08-04,P108,CLOSED
4500087765,00020,ZNB,2024-06-08,0000120350,Hailong Microsystems Corporation,CMP-PCB-0477,main logic board assembly 378,10331,EA,"8,143.70",1,JPY,"USD 542,790.74",CIF,VNSGN,MER-DC-SG-01,2024-08-04,P108,CANCELLED
4500087768,00010,NB,2024-06-13,0000108020,"Ulsan Precision Industry Co., Ltd.",CMP-BAT-0346,Li-ion battery pack 239,10272,EA,85.18,1,CNY,"121,517.76",DDP,KRPUS,MER-DC-SG-01,2024-08-10,P108,CLOSED
4500087768,00020,NB,2024-06-13,0000108020,"Ulsan Precision Industry Co., Ltd.",CMP-BAT-0146,Li-ion battery pack 047,15619,EA,81.00,1,CNY,"USD 175,713.75",DDP,KRPUS,MER-3PL-US-01,2024-08-10,P108,CLOSED
4500087768,00030,NB,2024-06-13,0000108020,"Ulsan Precision Industry Co., Ltd.",CMP-BAT-0346,Li-ion battery pack 239,14109,EA,"8,517.60",100,CNY,"USD 166,909.47",DDP,KRPUS,MER-3PL-PL-02,2024-08-10,P108,CLOSED
4500087772,00010,NB,2024-06-18,0000105006,Kunshan Polymer Corporation,CMP-PCB-0252,main logic board assembly 153,7123,EA,"4,972.40",1,JPY,"228,505.84",FCA,CNYTN,MER-3PL-US-01,2024-08-16,P104,CANCELLED
4500087772,00020,NB,2024-06-18,0000105006,Kunshan Polymer Corporation,CMP-PCB-0453,main logic board assembly 354,3991,EA,"58,187.00",10,JPY,"USD 149,822.14",FCA,CNYTN,MER-3PL-PL-02,2024-08-16,P104,CLOSED
4500087776,00010,NB,2024-06-23,0000113637,Pusan Metalworks Industrial Corp.,CMP-FST-0504,torx screw 405,17796,PC,"2,240.00",1000,TWD,"1,245.72",DAP,VNSGN,MER-3PL-PL-02,2024-08-22,P105,CANCELLED
4500087776,00020,NB,2024-06-23,0000113637,Pusan Metalworks Industrial Corp.,CMP-FST-0504,torx screw 405 - expedite,18024,EA,22.40,10,TWD,"1,261.68",DAP,VNSGN,MER-3PL-MY-03,2024-08-22,P105,CLOSED
4500087776,00030,NB,2024-06-23,0000113637,Pusan Metalworks Industrial Corp.,CMP-FST-0103,torx screw 004,8012,EA,1.28,1,TWD,320.48,DAP,VNSGN,MER-DC-US-01,2024-08-22,P105,OPEN
4500087776,00040,NB,2024-06-23,0000113637,Pusan Metalworks Industrial Corp.,CMP-FST-0303,torx screw 204,4091,EA,768.00,100,TWD,981.84,DAP,VNSGN,MER-DC-US-02,2024-08-22,P105,CLOSED
4500087779,00010,NB,2024-06-28,0000106376,Osaka Meiwa Precision Joint Stock Company,MRO-GEN-0728,maintenance supply item 28,2536,EA,"3,648.40",10,USD,"USD 925,234.24",FCA,CNYTN,MER-3PL-MY-03,2024-08-28,P106,CLOSED
4500087779,00020,NB,2024-06-28,0000106376,Osaka Meiwa Precision Joint Stock Company,CMP-ENC-0422,machined housing 323,6781,EA,"2,180.00",1000,USD,"14,782.58",FCA,CNYTN,MER-DC-US-01,2024-08-28,P106,CANCELLED
4500087785,00010,NB,2024-07-03,0000126652,Fukuoka Optics Industry Co Ltd,CMP-BAT-0418,Li-ion battery pack 311,13841,EA,95.18,1,CNY,"USD 182,978.02",FOB,CNSHA,MER-DC-US-01,2024-09-03,P101,CLOSED
4500087785,00020,NB,2024-07-03,0000126652,"Fukuoka  Optics Industry Co, Ltd",CMP-BAT-0218,Li-ion battery pack 119,11348,EA,106.20,1,CNY,"167,383.00",FOB,CNSHA,MER-DC-US-02,2024-09-03,P101,OPEN
4500087787,00010,NB,2024-07-08,0000109664,Can Tho Precision Joint Stock Company,CMP-ENC-0270,machined housing 171,13979,EA,10.12,1,USD,"141,467.48",CIF,TWTPE,MER-DC-US-02,2024-09-09,P103,CLOSED
4500087795,00010,ZNB,2024-07-13,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0406,machined housing 307,10427,PC,4.20,1,USD,"43,793.40",EXW,TWKHH,MER-DC-US-03,2024-09-15,P107,CLOSED
4500087795,00020,ZNB,2024-07-13,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,17308,EA,204.00,100,USD,"35,308.32",EXW,TWKHH,MER-DC-US-04,2024-09-15,P107,CLOSED
4500087795,00030,ZNB,2024-07-13,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,15156,PC,2.04,1,USD,"30,918.24",EXW,TWKHH,MER-DC-US-05,2024-09-15,P107,CLOSED
4500087795,00040,ZNB,2024-07-13,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,8254,EA,"2,040.00",1000,USD,"16,838.16",EXW,TWKHH,MER-DC-US-06,2024-09-15,P107,CLOSED
4500087800,00010,NB,2024-07-18,0000117336,Suwon Display Joint Stock Company,CMP-ENC-0182,machined housing 083,12919,EA,"2,590.00",1000,USD,"33,460.21",FCA,JPNGO,MER-DC-US-04,2024-09-21,P106,OPEN
4500087800,00020,NB,2024-07-18,0000117336,Suwon Display Joint Stock Company,CMP-ENC-0382,machined housing 275,14478,EA,678.00,100,USD,"USD 98,160.84",FCA,JPNGO,MER-DC-US-05,2024-09-21,P106,CLOSED
4500087800,00030,NB,2024-07-18,0000117336,Suwon Display Joint Stock Company,CMP-ENC-0182,machined housing 083,16077,EA,"2,590.00",1000,USD,"41,639.43",FCA,JPNGO,MER-DC-US-06,2024-09-21,P106,CLOSED
4500087800,00040,NB,2024-07-18,0000117336,Suwon Display Joint Stock Company,CMP-ENC-0382,machined housing 275,12091,EA,"6,780.00",1000,USD,"81,976.98",FCA,JPNGO,MER-DC-NL-01,2024-09-21,P106,OPEN
4500087804,00010,NB,2024-07-23,0000107335,"Incheon Circuit Co., Ltd.",CMP-CBL-0361,flex ribbon cable 262,13851,EA,21.30,10,USD,"USD 29,502.63",FCA,TWTPE,MER-DC-US-05,2024-09-27,P105,CLOSED
4500087809,00010,NB,2024-07-28,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0499,Li-ion battery pack 400,5986,EA,470.88,10,CNY,"39,148.44",FCA,TWTPE,MER-DC-US-06,2024-10-03,P104,CANCELLED
4500087809,00020,NB,2024-07-28,0000104732,"Hailong Precision Industry Co., Ltd.",MRO-GEN-0700,maintenance supply item 00,17106,EA,"9,344.16",10,CNY,"2,220,016.68",FCA,TWTPE,MER-DC-NL-01,2024-10-03,P104,CANCELLED
4500087815,00010,NB,2024-08-02,111856,Sapporo Optics Joint Stock Company,CMP-ENC-0102,machined housing 003,8718,EA,851.00,100,USD,"74,190.18",FOB,CNXMN,MER-DC-NL-01,2024-10-09,P102,CANCELLED
4500087818,00010,NB,2024-08-07,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0114,Li-ion battery pack 015,17488,EA,"5,212.80",100,CNY,"126,613.12",DAP,JPNGO,MER-DC-DE-01,2024-10-15,P103,OPEN
4500087818,00020,NB,2024-08-07,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0515,Li-ion battery pack 416,12816,EA,62.14,1,CNY,"110,602.08",DAP,JPNGO,MER-DC-CN-01,2024-10-15,P103,OPEN
4500087818,00030,NB,2024-08-07,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0114,Li-ion battery pack 015,4401,PC,"52,128.00",1000,CNY,"31,863.24",DAP,JPNGO,MER-DC-CN-02,2024-10-15,P103,CLOSED
4500087825,00010,NB,2024-08-12,0000122542,WUXI CRANE TOOLING CORPORATION,CMP-PCB-0509,main logic board assembly 402,9396,PC,"85,823.50",10,JPY,"USD 520,256.52",EXW,TWKHH,MER-DC-CN-01,2024-09-11,P100,OPEN
4500087825,00020,NB,2024-08-12,0000122542,WUXI CRANE TOOLING CORPORATION,CMP-PCB-0108,main logic board assembly 009,18336,EA,"5,172.35",1,JPY,"611,872.32",EXW,TWKHH,MER-DC-CN-02,2024-09-11,P100,CANCELLED
