EV_ID,NTSB_NO,EV_DATE,EV_CITY,EV_STATE,EV_TYPE,ACFT_REGIST_NMBR,ACFT_MAKE,ACFT_MODEL,OPERATOR,INJ_TOT_F,DAMAGE,NARR_CAUSE
20140730X57107,GAA14LA216,2014-07-30,New York,NY,INC,N3868D,STINSON,108-3,,3,MINR,"The pilot's delayed go-around decision during landing, which resulted in a runway excursion. Contributing to the accident was the pilot's lack of recent experience in type."
20141011X11642,DCA14CA533,2014-10-11,Washington,VA,ACC,N20HD,DIAMOND,DA40,AMERIFLIGHT LLC,0,NONE,"The pilot's delayed go-around decision during landing, which resulted in a runway excursion. Contributing to the accident was the pilot's lack of recent experience in type."
20141027X69431,DCA14LA209,2014-10-27,Windsor Locks,CT,ACC,N353ZK,Beechcraft,BARON / 55 BARON,NGUYEN MARK C,0,DEST,"The pilot's failure to maintain clearance from terrain during takeoff, which resulted in a ground loop. Contributing to the accident was the obscured horizon reference."
20150125X58267,CEN15LA642,2015-01-25,Chicago,IL,INC,38959,CESSNA,CITATION CJ4,WELLS FARGO TRUST CO NA,1,NONE,"The pilot's improper flare during landing, which resulted in a collision with terrain. Contributing to the accident was the contaminated runway surface."
20151024X19117,WPR15FA504,2015-10-24,Washington,VA,ACC,290FS,Cessna,210L,WRIGHT MARY K,3,SUBS,"The pilot's failure to maintain directional control during cruise flight, which resulted in a collision with terrain. Contributing to the accident was the pilot's lack of recent experience in type."
20151029X30901,GAA15CA494,2015-10-29,Burbank,CA,ACC,N967JU,CESSNA,172,PINNACLE ENERGY PARTNERS LLC,,NONE,"The pilot's improper fuel management during takeoff, which resulted in a collision with terrain. Contributing to the accident was the contaminated runway surface."
20151115X53191,WPR15LA634,2015-11-15,Nashville,TN,ACC,N8082R,MAULE,M-7-235,TEXTRON AVIATION INC,,NONE,"The pilot's inadequate preflight inspection during landing, which resulted in a runway excursion. Contributing to the accident was the pilot's lack of recent experience in type."
20151218X20351,ERA15CA443,2015-12-18,Honolulu,HI,ACC,N3078B,EMBRAER,170,DELTA AIR LINES INC,0,SUBS,"The pilot's improper flare during takeoff, which resulted in a gear collapse. Contributing to the accident was the contaminated runway surface."
20160129X83256,ANC16FA183,2016-01-29,Memphis,TN,INC,1358S,CHAMPION,7ECA,,0,MINR,"The pilot's inadequate preflight inspection during approach, which resulted in a nose-over. Contributing to the accident was the gusting crosswind."
20160329X65362,GAA16LA702,2016-03-29,Detroit,MI,INC,N26527,Piper,PA-31 NAVAJO,WELLS FARGO TRUST CO NA,0,SUBS,"The pilot's inadequate preflight inspection during takeoff, which resulted in an aerodynamic stall. Contributing to the accident was the obscured horizon reference."
20160609X87005,WPR16CA640,2016-06-09,Tulsa,OK,INC,N15597,CIRRUS,SR20,AMERIFLIGHT LLC,1,MINR,"The pilot's improper fuel management during landing, which resulted in a gear collapse. Contributing to the accident was the pilot's lack of recent experience in type."
20160922X96072,ANC16LA258,2016-09-22,Fargo,ND,ACC,15UU,CHAMPION,7ECA,,2,DEST,"The pilot's inadequate preflight inspection during approach, which resulted in a ground loop. Contributing to the accident was the gusting crosswind."
20170413X66206,ANC17LA691,2017-04-13,Norfolk,VA,ACC,N79946,BOMBARDIER,CL-600-2C10,SOUTHWEST AIRLINES CO,0,MINR,"The pilot's improper flare during landing, which resulted in a ground loop. Contributing to the accident was the obscured horizon reference."
20170628X13958,ERA17FA502,2017-06-28,Boise,ID,ACC,N74JS,STINSON,108-3,,0,MINR,"The pilot's inadequate weather evaluation during landing, which resulted in a gear collapse. Contributing to the accident was the obscured horizon reference."
20170915X60774,ANC17LA434,2017-09-15,Washington,VA,ACC,N28MK,PIPER,PA-28-181,GARCIA MARK M,0,NONE,"The pilot's inadequate preflight inspection during approach, which resulted in a hard landing. Contributing to the accident was inadequate maintenance inspection."
20170928X45150,WPR17LA418,2017-09-28,Dallas-Fort Worth,TX,ACC,N2083P,Cessna,310R,PINNACLE ENERGY PARTNERS LLC,2,NONE,"The pilot's improper flare during takeoff, which resulted in a nose-over. Contributing to the accident was the dark night conditions."
20171013X52611,WPR17FA652,2017-10-13,Norfolk,VA,ACC,N21813,Airbus,A319-114,UNITED AIR LINES,0,NONE,"The pilot's inadequate weather evaluation during takeoff, which resulted in a collision with terrain. Contributing to the accident was the obscured horizon reference."
20171024X39165,ERA17LA590,2017-10-24,Burlington,VT,ACC,N425WB,MOONEY,M20K,WELLS FARGO TRUST CO NA,,DEST,"The pilot's improper flare during cruise flight, which resulted in a ground loop. Contributing to the accident was the pilot's lack of recent experience in type."
20171230X88576,WPR17CA671,2017-12-30,Columbia,SC,ACC,N3192A,Piper,PA-28 (ABOVE 200 HP),ROBERTS STEVEN L,3,SUBS,"The pilot's failure to maintain clearance from terrain during landing, which resulted in a gear collapse. Contributing to the accident was inadequate maintenance inspection."
20180110X34428,WPR18CA294,2018-01-10,Des Moines,IA,ACC,N70XY,Cessna,CITATION EXCEL,AMERIFLIGHT LLC,,MINR,"The pilot's delayed go-around decision during approach, which resulted in a ground loop. Contributing to the accident was the gusting crosswind."
20180626X85189,GAA18LA609,2018-06-26,Jacksn Hole,WY,ACC,N38WU,Cessna,CITATION CJ3,AMERIFLIGHT LLC,0,NONE,"The pilot's inadequate weather evaluation during approach, which resulted in a ground loop. Contributing to the accident was inadequate maintenance inspection."
20180710X19555,DCA18LA564,2018-07-10,Albany,NY,INC,N6599Y,Cessna,182T,BAKER JOHN C,2,NONE,"The pilot's improper fuel management during approach, which resulted in a nose-over. Contributing to the accident was the gusting crosswind."
20180805X83155,DCA18LA704,2018-08-05,Columbia,SC,ACC,987SY,BOEING,737 MAX 10,REPUBLIC AIRWAYS INC,0,SUBS,"The pilot's inadequate preflight inspection during cruise flight, which resulted in a runway excursion. Contributing to the accident was inadequate maintenance inspection."
20180807X89900,ERA18LA251,2018-08-07,Houston,TX,ACC,N1117M,Airbus,A318,FEDERAL EXPRESS CORP,,SUBS,"The pilot's failure to maintain directional control during landing, which resulted in an aerodynamic stall. Contributing to the accident was the contaminated runway surface."
20180809X38702,GAA18FA287,2018-08-09,Jacksonville,FL,INC,N73244,ROBINSON,R66,STATE OF ALASKA,3,SUBS,"The pilot's delayed go-around decision during approach, which resulted in a hard landing. Contributing to the accident was the obscured horizon reference."
20181028X33665,CEN18LA254,2018-10-28,Reno,NV,ACC,N95652,DIAMOND,DA42,BAKER MARY W,0,SUBS,"The pilot's improper flare during approach, which resulted in a gear collapse. Contributing to the accident was the contaminated runway surface."
20181030X87113,ANC18LA554,2018-10-30,Austin,TX,ACC,N151ED,CHAMPION,7ECA,,1,MINR,"The pilot's inadequate weather evaluation during cruise flight, which resulted in a hard landing. Contributing to the accident was the pilot's lack of recent experience in type."
20181116X80905,ANC18LA639,2018-11-16,Phoenix,AZ,ACC,N702QE,TAYLORCRAFT,BC12-D,,0,MINR,"The pilot's failure to maintain directional control during approach, which resulted in a hard landing. Contributing to the accident was the dark night conditions."
20190123X67271,WPR19CA238,2019-01-23,Norfolk,VA,INC,77GN,MOONEY,M20R,JOHNSON MICHAEL H,1,SUBS,"The pilot's improper fuel management during landing, which resulted in a runway excursion. Contributing to the accident was the contaminated runway surface."
20190420X28488,WPR19CA386,2019-04-20,Denver,CO,ACC,N526PK,DE HAVILLAND,DHC-3 OTTER,TORRES DANIEL H,,MINR,"The pilot's inadequate preflight inspection during landing, which resulted in a hard landing. Contributing to the accident was the contaminated runway surface."
20190630X75235,DCA19FA685,2019-06-30,Phoenix,AZ,ACC,N441LN,CIRRUS,SR20,MILLER JOHN K,2,DEST,"The pilot's inadequate weather evaluation during approach, which resulted in an aerodynamic stall. Contributing to the accident was the contaminated runway surface."
20190729X11285,ERA19LA598,2019-07-29,Newark,NJ,ACC,2350V,TAYLORCRAFT,BC12-D,,0,NONE,"The pilot's failure to maintain directional control during approach, which resulted in a hard landing. Contributing to the accident was the pilot's lack of recent experience in type."
20190801X21848,GAA19LA385,2019-08-01,Fairbanks,AK,ACC,N79FW,CESSNA,172S,CLARK GEORGE W,2,MINR,"The pilot's improper fuel management during approach, which resulted in a runway excursion. Contributing to the accident was the gusting crosswind."
20190903X66612,DCA19CA163,2019-09-03,Milwaukee,WI,ACC,N93YP,BOMBARDIER,CHALLENGER,WELLS FARGO TRUST CO NA,4,MINR,"The pilot's failure to maintain clearance from terrain during landing, which resulted in a collision with terrain. Contributing to the accident was the pilot's lack of recent experience in type."
20190904X60250,DCA19CA548,2019-09-04,Salt Lake City,UT,ACC,N84EY,Piper,PA-31 NAVAJO,WILLIAMS ROBERT K,0,MINR,"The pilot's improper flare during cruise flight, which resulted in a nose-over. Contributing to the accident was the dark night conditions."
20190916X56016,ANC19LA602,2019-09-16,New York,NY,ACC,N456GD,ROBINSON,R44 II,NORTHERN LIGHTS HELI SERVICES INC,0,DEST,"The pilot's inadequate weather evaluation during approach, which resulted in a gear collapse. Contributing to the accident was the gusting crosswind."
20191025X41271,WPR19LA135,2019-10-25,Burlington,VT,ACC,3040B,CESSNA,210 CENTURION,DAVIS MARY K,4,SUBS,"The pilot's failure to maintain airspeed during landing, which resulted in an aerodynamic stall. Contributing to the accident was the obscured horizon reference."
20191112X34239,CEN19LA218,2019-11-12,Buffalo,NY,INC,N20802,Piper,PA-32R-301,WHITE JAMES W,0,DEST,"The pilot's delayed go-around decision during landing, which resulted in an aerodynamic stall. Contributing to the accident was the obscured horizon reference."
20191225X87866,ANC19LA350,2019-12-25,Miami,FL,ACC,N20802,Piper,PA-32R-301,WHITE JAMES W,2,DEST,"The pilot's inadequate weather evaluation during takeoff, which resulted in an aerodynamic stall. Contributing to the accident was the dark night conditions."
20200129X96741,DCA20CA267,2020-01-29,Charlotte,NC,ACC,N487GS,CESSNA,152,HALL DAVID R,1,SUBS,"The pilot's delayed go-around decision during takeoff, which resulted in a gear collapse. Contributing to the accident was the contaminated runway surface."
20200614X95666,ANC20FA570,2020-06-14,Madison,WI,ACC,N907LM,Boeing,767-332,AMERICAN AIRLINES INC,0,SUBS,"The pilot's inadequate preflight inspection during takeoff, which resulted in a runway excursion. Contributing to the accident was the pilot's lack of recent experience in type."
20200702X29921,DCA20LA175,2020-07-02,Washington,VA,INC,N501RY,DIAMOND,DA40,MOORE MICHAEL S,1,SUBS,"The pilot's inadequate weather evaluation during takeoff, which resulted in a ground loop. Contributing to the accident was the contaminated runway surface."
20200825X98049,CEN20CA530,2020-08-25,Houston,TX,ACC,N472LE,MOONEY,M20J,MERIDIAN AIR CHARTER LLC,0,MINR,"The pilot's improper flare during cruise flight, which resulted in a collision with terrain. Contributing to the accident was the dark night conditions."
20200912X50817,DCA20CA513,2020-09-12,Anchorage,AK,ACC,N169FU,TAYLORCRAFT,BC12-D,,0,NONE,"The pilot's delayed go-around decision during landing, which resulted in a nose-over. Contributing to the accident was the gusting crosswind."
20201014X88069,GAA20LA543,2020-10-14,Pittsburgh,PA,ACC,N534YQ,AERONCA,7AC,,4,SUBS,"The pilot's improper flare during landing, which resulted in a gear collapse. Contributing to the accident was the gusting crosswind."
20201020X78745,GAA20LA107,2020-10-20,Manchester NH,NH,ACC,752TN,EMBRAER,EMB-505,WELLS FARGO TRUST CO NA,0,MINR,"The pilot's inadequate weather evaluation during approach, which resulted in a collision with terrain. Contributing to the accident was inadequate maintenance inspection."
20210121X40219,CEN21LA275,2021-01-21,Madison,WI,ACC,N9231P,MOONEY,M20J,HIGH PLAINS CROP DUSTING INC,0,SUBS,"The pilot's inadequate preflight inspection during takeoff, which resulted in a nose-over. Contributing to the accident was the pilot's lack of recent experience in type."
20210301X12830,DCA21CA106,2021-03-01,Las Vegas,NV,INC,N549PG,CESSNA,CITATION EXCEL,GULF COAST AERIAL SURVEY INC,2,SUBS,"The pilot's improper fuel management during landing, which resulted in a ground loop. Contributing to the accident was the obscured horizon reference."
20210511X83450,ERA21FA479,2021-05-11,Indianapolis,IN,INC,N931YV,CESSNA,208B,SKYWEST AIRLINES INC,0,SUBS,"The pilot's failure to maintain clearance from terrain during approach, which resulted in an aerodynamic stall. Contributing to the accident was the pilot's lack of recent experience in type."
20210528X43166,GAA21LA402,2021-05-28,Atlanta,GA,ACC,N59147,Cessna,210L,WALKER EDWARD S,0,NONE,"The pilot's failure to maintain directional control during cruise flight, which resulted in a hard landing. Contributing to the accident was inadequate maintenance inspection."
20210528X56031,WPR21CA565,2021-05-28,Burbank,CA,ACC,N127RX,LUSCOMBE,8A,,0,MINR,"The pilot's inadequate preflight inspection during approach, which resulted in a hard landing. Contributing to the accident was the gusting crosswind."
20210528X57107,ANC21CA338,2021-05-28,Santa Ana,CA,ACC,N868MG,BEECH,A36,PINNACLE ENERGY PARTNERS LLC,3,SUBS,"The pilot's delayed go-around decision during cruise flight, which resulted in a ground loop. Contributing to the accident was the gusting crosswind."
20210530X27398,ANC21CA319,2021-05-30,Pittsburgh,PA,ACC,N94360,CESSNA,CITATION CJ4,AMERIFLIGHT LLC,,MINR,"The pilot's failure to maintain clearance from terrain during cruise flight, which resulted in a ground loop. Contributing to the accident was the pilot's lack of recent experience in type."
20210617X84589,ANC21CA354,2021-06-17,Manchester NH,NH,ACC,147AC,ERCOUPE,415-C,,0,DEST,"The pilot's inadequate preflight inspection during takeoff, which resulted in a runway excursion. Contributing to the accident was the obscured horizon reference."
20210704X49615,ANC21LA117,2021-07-04,Atlanta,GA,ACC,N806MS,BEECH,V35B,JONES KENNETH K,4,DEST,"The pilot's improper flare during landing, which resulted in a hard landing. Contributing to the accident was the dark night conditions."
20210902X21489,GAA21CA514,2021-09-02,Washington,VA,ACC,N3624R,BOMBARDIER,BD-700-1A10,BANK OF UTAH TRUSTEE,,MINR,"The pilot's failure to maintain directional control during approach, which resulted in a collision with terrain. Contributing to the accident was inadequate maintenance inspection."
20211005X83113,ANC21CA343,2021-10-05,Pittsburgh,PA,INC,N545CU,Piper,PA-28-181,EDWARDS CAROL D,,SUBS,"The pilot's inadequate preflight inspection during cruise flight, which resulted in a hard landing. Contributing to the accident was the contaminated runway surface."
20211128X28286,ANC21LA407,2021-11-28,Lincoln,NE,ACC,N883DU,CESSNA,210 CENTURION,CAMPBELL RICHARD C,,SUBS,"The pilot's improper flare during landing, which resulted in a collision with terrain. Contributing to the accident was the contaminated runway surface."
20211221X62783,DCA21LA545,2021-12-21,Minneapolis,MN,ACC,N31783,AIRBUS,A320-214,UNITED PARCEL SERVICE CO,0,NONE,"The pilot's failure to maintain clearance from terrain during landing, which resulted in a ground loop. Contributing to the accident was inadequate maintenance inspection."
20211226X28567,WPR21CA576,2021-12-26,Los Angeles,CA,ACC,N9010V,ERCOUPE,415-C,,0,SUBS,"The pilot's improper fuel management during cruise flight, which resulted in a gear collapse. Contributing to the accident was the contaminated runway surface."
20220127X14558,CEN22LA465,2022-01-27,Columbus,OH,ACC,46562,BOEING,727-200,SOUTHWEST AIRLINES CO,0,SUBS,"The pilot's failure to maintain directional control during cruise flight, which resulted in a ground loop. Contributing to the accident was the gusting crosswind."
20220602X39602,ERA22LA130,2022-06-02,Boston,MA,ACC,N76EG,Cessna,310R,ATP FLIGHT SCHOOL LLC,1,MINR,"The pilot's improper fuel management during landing, which resulted in a collision with terrain. Contributing to the accident was the dark night conditions."
20220613X40282,CEN22LA232,2022-06-13,Tulsa,OK,ACC,N2001Y,CESSNA,182T,CLARK PAUL H,,SUBS,"The pilot's improper flare during approach, which resulted in a collision with terrain. Contributing to the accident was inadequate maintenance inspection."
20220627X15020,ERA22LA219,2022-06-27,Indianapolis,IN,ACC,494AH,ROBINSON,R22 BETA,BLUE RIDGE HELICOPTERS LLC,0,SUBS,"The pilot's failure to maintain clearance from terrain during approach, which resulted in a gear collapse. Contributing to the accident was the pilot's lack of recent experience in type."
20220911X15082,ANC22LA426,2022-09-11,New York,NY,ACC,N643NB,Cessna,182 SKYLANE,REDWOOD MEDFLIGHT LLC,,SUBS,"The pilot's improper fuel management during takeoff, which resulted in a nose-over. Contributing to the accident was the obscured horizon reference."
20220930X14694,WPR22FA698,2022-09-30,Jackson,MS,ACC,N7549E,Piper,PA-28 (UP TO 180 HP),BANK OF UTAH TRUSTEE,0,SUBS,"The pilot's failure to maintain airspeed during landing, which resulted in a hard landing. Contributing to the accident was inadequate maintenance inspection."
20221008X72089,WPR22CA392,2022-10-08,Fairbanks,AK,ACC,704TQ,DIAMOND,DA42,CLARK CAROL K,0,SUBS,"The pilot's failure to maintain airspeed during takeoff, which resulted in a runway excursion. Contributing to the accident was the contaminated runway surface."
20221202X38465,ERA22LA359,2022-12-02,Charleston,SC,ACC,N66173,Boeing,707,AMERICAN AIRLINES INC,0,SUBS,"The pilot's failure to maintain directional control during approach, which resulted in a runway excursion. Contributing to the accident was the dark night conditions."
20221205X40004,WPR22LA222,2022-12-05,Cleveland,OH,ACC,N5706D,Piper,PA-44 SEMINOLE,HILL MICHAEL H,3,SUBS,"The pilot's improper fuel management during landing, which resulted in a runway excursion. Contributing to the accident was the obscured horizon reference."
20230213X74791,GAA23FA121,2023-02-13,Tulsa,OK,ACC,N44KK,DIAMOND,DA20-C1,NELSON DANIEL J,,DEST,"The pilot's inadequate preflight inspection during landing, which resulted in a collision with terrain. Contributing to the accident was the obscured horizon reference."
20230224X86095,ERA23LA450,2023-02-24,San Jose,CA,INC,N893JW,Piper,PA-31-350,ATP FLIGHT SCHOOL LLC,4,SUBS,"The pilot's improper fuel management during cruise flight, which resulted in a runway excursion. Contributing to the accident was the pilot's lack of recent experience in type."
20230427X76320,GAA23FA178,2023-04-27,Windsor Locks,CT,ACC,N30751,ROBINSON,R22 BETA,GULF COAST AERIAL SURVEY INC,0,DEST,"The pilot's failure to maintain directional control during approach, which resulted in a hard landing. Contributing to the accident was the gusting crosswind."
20230520X99009,WPR23FA347,2023-05-20,Billings,MT,ACC,N5172X,Cessna,152,TORRES SUSAN A,0,SUBS,"The pilot's inadequate preflight inspection during cruise flight, which resulted in a nose-over. Contributing to the accident was the pilot's lack of recent experience in type."
20230703X81429,GAA23LA236,2023-07-03,Birmingham,AL,ACC,N121HA,AERONCA,7AC,,0,DEST,"The pilot's improper fuel management during takeoff, which resulted in an aerodynamic stall. Contributing to the accident was the contaminated runway surface."
20230729X64146,CEN23LA696,2023-07-29,Sacramento,CA,ACC,N17761,LUSCOMBE,8A,,,SUBS,"The pilot's improper flare during approach, which resulted in a runway excursion. Contributing to the accident was the contaminated runway surface."
20230906X44186,ERA23FA686,2023-09-06,Omaha,NE,ACC,323VF,CHAMPION,7ECA,,0,NONE,"The pilot's delayed go-around decision during approach, which resulted in a ground loop. Contributing to the accident was the contaminated runway surface."
20231226X81142,ANC23LA411,2023-12-26,Wichita,KS,ACC,N442BE,AIRBUS,A319NEO,AMERICAN AIRLINES INC,2,DEST,"The pilot's inadequate preflight inspection during cruise flight, which resulted in a collision with terrain. Contributing to the accident was the pilot's lack of recent experience in type."
20240218X90842,WPR24CA669,2024-02-18,Nashville,TN,ACC,N9457M,CIRRUS,SR22T,RODRIGUEZ RICHARD T,4,NONE,"The pilot's improper fuel management during landing, which resulted in a nose-over. Contributing to the accident was the dark night conditions."
20240318X91016,CEN24LA104,2024-03-18,Houston,TX,ACC,N806MS,BEECH,V35B,JONES KENNETH K,0,DEST,"The pilot's inadequate weather evaluation during takeoff, which resulted in a ground loop. Contributing to the accident was inadequate maintenance inspection."
20240627X71662,CEN24LA235,2024-06-27,Omaha,NE,ACC,N13YP,PIPER,PA-32R-301,AMERIFLIGHT LLC,4,MINR,"The pilot's failure to maintain airspeed during takeoff, which resulted in a nose-over. Contributing to the accident was the obscured horizon reference."
20241026X69108,ANC24FA423,2024-10-26,Fairbanks,AK,ACC,N267WX,Airbus,A320,UNITED AIRLINES INC,0,SUBS,"The pilot's delayed go-around decision during takeoff, which resulted in a ground loop. Contributing to the accident was inadequate maintenance inspection."
20241110X85406,WPR24LA371,2024-11-10,Raleigh-durham,NC,ACC,N2046Q,GULFSTREAM,G650ER,WELLS FARGO TRUST CO NA,0,MINR,"The pilot's improper fuel management during approach, which resulted in a collision with terrain. Contributing to the accident was the gusting crosswind."
20241208X33100,ERA24CA491,2024-12-08,Tucson,AZ,ACC,N4121Y,ROBINSON,R44 II,HIGH PLAINS CROP DUSTING INC,0,DEST,"The pilot's failure to maintain clearance from terrain during cruise flight, which resulted in a ground loop. Contributing to the accident was the gusting crosswind."
20250111X97264,ERA25LA314,2025-01-11,Miami,FL,INC,N935JE,Cessna,182T,NELSON DANIEL B,3,MINR,"The pilot's improper flare during cruise flight, which resulted in a ground loop. Contributing to the accident was the pilot's lack of recent experience in type."
20250302X81729,CEN25CA529,2025-03-02,Milwaukee,WI,ACC,N578QH,MOONEY,M20R,BANK OF UTAH TRUSTEE,0,DEST,"The pilot's delayed go-around decision during approach, which resulted in an aerodynamic stall. Contributing to the accident was inadequate maintenance inspection."
20250504X22574,CEN25LA607,2025-05-04,Birmingham,AL,ACC,N7736G,MOONEY,M20K,PINNACLE ENERGY PARTNERS LLC,1,SUBS,"The pilot's improper fuel management during approach, which resulted in a ground loop. Contributing to the accident was the contaminated runway surface."
20250515X74307,ERA25LA472,2025-05-15,San Jose,CA,ACC,N7694Y,DIAMOND,DA40,HILL ROBERT G,3,SUBS,"The pilot's inadequate preflight inspection during landing, which resulted in a gear collapse. Contributing to the accident was the gusting crosswind."
